,cpu_time_diff_ms,sys_time_diff_ms,rss_diff_kb,pagefault_soft_diff,pagefault_hard_diff,ctx_voluntary_diff,ctx_involuntary_diff,bpe_time_us,output_size_bytes,instructions,cpu_cycles,branch_instructions,branch_misses,l1d_access,l1d_miss,l3_access,l3_miss
run_312,49.70000000000073,0.05899999999996908,0,2528,0,0,0,40797,62856,157678937,115242638,29904526,287137,52983096,1032051,510556,445
run_313,45.5,3.852999999999952,0,2447,0,0,1,40449,63594,154298659,104039502,25638228,267362,52310775,1351801,389837,522
run_314,49.79999999999927,0.0,0,2452,0,0,1,40929,64012,155060399,110197022,27638540,270183,52416894,1225129,423224,791
run_315,45.600000000000364,3.980000000000018,0,2552,0,0,1,40776,64214,152505726,114052279,29064659,288172,52721332,1123934,469236,587
run_316,45.70000000000073,4.09699999999998,0,2440,0,0,0,40935,63262,158196380,115359511,30055781,297227,53052577,1047862,477584,873
run_317,49.100000000000364,0.0,0,2535,0,0,0,40247,65042,154911556,104689231,25647714,260417,52050412,1304185,393343,567
run_318,49.29999999999927,0.0,0,2445,0,0,0,40543,63230,152889668,111649445,28081963,275730,52571290,1187261,453820,756
run_319,49.29999999999927,0.004000000000019099,0,2518,0,0,0,40523,64060,158552980,114843413,29824589,280381,52814353,1021195,506125,428
run_320,41.69999999999891,7.873000000000047,0,2435,0,0,0,40735,62876,154195269,105451848,25942154,265291,52501751,1365409,408154,833
run_321,48.899999999999636,0.049999999999954525,0,2545,0,0,0,40167,63844,154707706,110558578,27699093,272333,52260669,1349467,414924,669
run_322,45.70000000000073,4.095000000000027,0,2547,0,0,0,40860,63854,157417093,115028213,29949977,283784,52974623,1026379,501373,915
run_323,41.599999999998545,7.8659999999999854,0,2451,0,0,0,40641,64000,154037323,104347971,25623966,267658,52441985,1368717,395114,735
run_324,49.5,0.08399999999994634,0,2448,0,0,0,40813,63778,152629252,109814280,27528458,270946,52650068,1255329,441159,714
run_325,45.5,3.870999999999981,0,2528,0,0,0,40441,64390,153113386,114559566,29184221,284477,52436507,1049523,472198,777
run_326,48.79999999999927,0.0,0,2452,0,0,0,40033,63720,158302385,103136210,24929201,256424,51897094,1529584,346661,636
run_327,45.0,3.88900000000001,0,2514,0,0,0,40081,63836,154701943,110975877,27913349,274443,52341112,1417136,419357,800
run_328,45.20000000000073,4.072999999999979,0,2435,0,0,0,40479,62892,162179967,115439640,30018017,279755,52865700,998247,520643,698
run_329,45.70000000000073,3.8640000000000327,0,2451,0,0,1,40618,63968,153457590,106696640,26458137,269502,52481698,1327004,413485,690
run_330,49.29999999999927,0.07099999999991269,0,2448,0,0,0,40551,63530,152695869,112031480,28446539,284182,52583109,1182353,452308,637
run_331,45.0,4.055000000000064,0,2453,0,0,0,40066,64162,158801614,114153663,29671826,282843,52647736,1260824,465736,259
run_332,49.600000000000364,0.0,0,2516,0,0,0,40704,64098,154543363,107754437,26828960,276413,52456892,1284764,417227,557
run_333,45.29999999999927,3.9460000000000264,0,2524,0,0,0,40432,64140,153215562,113346875,28714590,288326,52420526,1121258,458507,569
run_334,49.0,0.051000000000044565,0,2456,0,0,1,40174,64010,164799718,115473878,30018275,280505,52547207,1185195,478111,444
run_335,45.70000000000073,3.866999999999962,0,2510,0,0,0,40593,63658,155255821,108491740,27062781,269777,52535121,1278658,424862,581
run_336,49.0,0.05600000000004002,0,2497,0,0,0,40214,62758,154416175,113588423,28954681,282442,52596116,1336830,441377,400
run_337,49.399999999999636,0.0,0,2515,0,0,0,40527,64110,155529282,103124309,25065527,263948,52120844,1353795,382420,669
run_338,49.5,0.0,0,2506,0,0,0,40486,63146,155648821,107981002,26920922,267300,52528835,1272514,420079,608
run_339,45.70000000000073,3.830000000000041,0,2520,0,0,0,40739,64360,152093445,114390989,29240752,289084,52747936,1131500,474194,507
run_340,45.30000000000109,4.076999999999998,0,2519,0,0,0,40575,64330,155862210,114568714,29717539,282471,52750225,1042673,506706,451
run_341,48.70000000000073,0.0,0,2446,0,0,0,39907,63244,156702055,105069916,25907185,258571,51964130,1468093,368290,681
run_342,45.5,3.90199999999993,0,2534,0,0,0,40558,64852,152477502,114587356,29139203,284818,52608395,1081653,473449,662
run_343,45.70000000000073,4.096000000000004,0,2446,0,0,0,40879,63506,161197737,115242507,30194296,294927,53070840,1019625,509066,532
run_344,45.899999999999636,3.879000000000019,0,2432,0,0,0,40922,62488,154188157,105505408,26184644,270664,52550977,1365809,397376,674
run_345,45.400000000001455,4.080000000000041,0,2514,0,0,0,40690,64216,153774637,109162593,27391519,275941,52633359,1245935,431542,751
run_346,45.89999999999782,3.6129999999999427,0,2443,0,0,0,40775,63220,151255489,114094543,29447993,285888,53078544,1139387,470586,479
run_347,45.599999999998545,4.091000000000008,0,2520,0,0,1,40810,64360,161993711,115215764,30222184,293611,53023037,1021203,524139,835
run_348,49.29999999999927,0.0,0,2518,0,0,1,40436,64188,155822876,105715043,26318601,271563,52224947,1510550,369616,503
run_349,49.19999999999709,0.0,0,2447,0,0,0,40426,63432,153102731,112956163,28681605,280789,52497599,1143561,462558,853
run_350,44.89999999999782,3.991999999999962,0,2533,0,1,1,39999,64896,166378805,114142637,30030476,281242,52664808,1197948,484836,194
run_351,46.0,3.884999999999991,0,2507,0,0,0,40977,63390,151665241,110550186,27796141,272422,52765479,1238490,435663,722
run_352,45.599999999998545,4.096000000000004,0,2432,0,0,0,40942,62478,152593237,113911854,28841675,284078,52793001,1137358,458060,741
run_353,41.30000000000291,8.081999999999994,0,2517,0,0,0,40584,64338,159298391,114936888,29778934,285355,52731558,1017637,502252,631
run_354,45.70000000000073,3.8670000000000755,0,2444,0,0,1,40688,63084,154206976,104902330,26008326,268120,52513796,1367721,400266,681
run_355,44.70000000000073,4.041999999999916,0,2454,0,0,0,40010,64286,154717567,111011864,27801260,272099,52310899,1413826,414056,464
run_356,45.70000000000073,4.100000000000023,0,2520,0,0,0,40975,64258,160443073,115209266,30189678,289662,53005095,1026341,513580,581
run_357,41.69999999999709,7.8689999999999145,0,2511,0,0,0,40680,63710,154216695,104655809,25650167,263682,52272723,1354937,390223,1061
run_358,49.20000000000073,0.06900000000007367,0,2529,0,0,0,40455,64530,153219492,110303067,27591863,270349,52453975,1208752,435398,962
run_359,49.400000000001455,0.07799999999997453,0,2448,0,0,0,40686,63408,154225389,114794538,29582900,280706,52835066,1083307,475155,1090
run_360,49.099999999998545,0.0,0,2528,0,0,0,40292,62518,157076266,104000529,25228944,265383,52118722,1553492,360770,277
run_361,45.20000000000073,3.914000000000101,0,2452,0,0,0,40289,64238,153268810,111480883,27954310,267527,52355734,1180372,443226,783
run_362,41.39999999999782,8.08800000000008,0,2446,0,0,0,40616,63418,158538326,115385015,29840535,278820,52892070,1015983,506816,514
run_363,45.60000000000218,3.8600000000000136,0,2515,0,0,0,40587,64046,154223915,105221618,25867978,265165,52364889,1355531,399037,916
run_364,45.29999999999927,4.069999999999936,0,2521,0,0,1,40555,64504,152364957,110188942,27737863,272403,52664579,1227736,434749,568
run_365,45.29999999999927,4.079999999999927,0,2448,0,0,0,40414,63626,155185220,115264021,29414576,283808,52560121,1035087,481946,654
run_366,49.099999999998545,0.0,0,2528,0,0,1,39998,64448,157343345,102907193,25149140,261540,51905210,1527816,349424,252
run_367,49.5,0.0,0,2449,0,0,0,40546,63516,152783927,110875139,27986475,269854,52512916,1203316,436084,491
run_368,41.5,8.029999999999973,0,2435,0,0,0,40611,62588,155324965,115758498,29562267,284219,52847905,1046897,488168,544
run_369,45.099999999998545,3.8300000000001546,0,2447,0,0,0,40069,63912,155981240,103717578,25492143,260841,52084975,1357904,371100,581
run_370,45.29999999999927,4.079999999999927,0,2449,0,0,1,40459,63702,152754392,110979440,28024902,269853,52558546,1200984,444733,547
run_371,45.39999999999782,4.089999999999918,0,2515,0,0,1,40661,63872,155063358,115336444,29444024,288396,52765340,1043576,491949,572
run_372,49.5,0.0,0,2526,0,0,0,40596,64804,155100705,102724268,24931654,264847,52203198,1361433,386679,574
run_373,45.79999999999927,3.730000000000018,0,2445,0,0,0,40587,63528,155032869,108653544,27033394,274827,52495158,1286251,427899,532
run_374,49.10000000000218,0.060000000000172804,0,2529,0,0,0,40270,64382,154748292,113109118,28535583,281875,52291092,1308795,423124,385
run_375,49.60000000000218,0.0,0,2452,0,0,0,40721,63754,165421472,115862947,30323969,285314,52995271,940037,528767,571
run_376,49.599999999998545,0.0,0,2430,0,0,0,40795,62264,153327001,106899634,26550161,274874,52654461,1372323,416214,446
run_377,45.29999999999927,3.8299999999999272,0,2448,0,0,0,40276,63904,152583419,111333717,28060666,277132,52464747,1177402,447462,550
run_378,49.29999999999927,0.07999999999992724,0,2449,0,0,0,40456,63712,159055587,115173285,29877485,280400,52857101,1011180,502927,607
run_379,45.19999999999709,3.8300000000001546,0,2453,0,0,0,40133,63942,157833480,105756974,25988743,262346,52082010,1476538,373342,554
run_380,45.400000000001455,4.079999999999927,0,2525,0,0,1,40632,64760,152055613,114370203,29154459,287449,52699441,1120107,474994,932
run_381,45.599999999998545,4.100000000000136,0,2506,0,0,0,40826,63278,160571461,114934831,30090158,291822,52949066,1019527,509981,657
run_382,49.29999999999927,0.0,0,2530,0,0,0,40412,64618,154446775,105346629,25900821,265169,52252467,1323281,398592,677
run_383,49.5,0.0,0,2550,0,0,0,40652,63850,152021865,111561095,28090569,272207,52615725,1186925,451685,889
run_384,41.400000000001455,8.039999999999964,0,2525,0,0,0,40464,62360,155851992,114724716,29514463,287235,52824826,1288181,452478,494
run_385,41.400000000001455,7.849999999999909,0,2443,0,0,0,40405,63524,154719617,103423219,25419658,263923,52225204,1384053,388135,1196
run_386,48.70000000000073,0.03999999999996362,0,2451,0,0,1,39961,63930,154290796,111063965,28010783,276019,52389599,1407717,414351,522
run_387,45.400000000001455,4.089999999999918,0,2518,0,0,2,40685,63970,161628932,115091982,30139500,282724,52996814,1023294,522113,608
run_388,49.400000000001455,0.0,0,2522,0,0,0,40555,64604,153980405,106461154,26362574,274335,52390576,1321264,405491,962
run_389,48.79999999999927,0.0,0,2442,0,0,0,39933,63394,154842500,112302305,28470133,282593,52332090,1362635,424348,675
run_390,45.5,3.759999999999991,0,2528,0,0,0,40379,64384,154960516,102869639,25045848,258559,52118112,1343552,376243,1843
run_391,45.30000000000291,4.079999999999927,0,2556,0,0,0,40551,64214,154326214,109131376,27287137,264985,52458644,1245202,429837,1631
run_392,45.79999999999927,3.8900000000001,0,2429,0,1,2,40927,62158,163672735,116514413,30401213,289657,53189988,953036,525159,1261
run_393,45.10000000000218,3.8299999999999272,0,2444,0,0,2,40153,63666,156902984,106175754,26096822,266682,52183204,1467443,372110,1273
run_394,49.60000000000218,0.09000000000014552,0,2452,0,0,0,40811,63874,151882647,114007570,29129777,290845,52788131,1144440,466192,1971
run_395,41.5,8.089999999999918,0,2518,0,0,0,40646,64104,158115720,115248286,29898241,287053,52866234,1025578,503914,1254
run_396,45.70000000000073,3.8600000000001273,0,2521,0,0,0,40697,64434,153786418,104409204,25687455,271557,52385153,1356337,387432,1897
run_397,45.30000000000291,4.079999999999927,0,2443,0,0,0,40558,63428,154313576,109366815,27376264,269715,52493341,1254874,429447,1402
run_398,41.599999999998545,7.589999999999918,0,2529,0,0,0,40118,64566,153966619,113555109,29237537,281947,52446898,1262200,432541,1875
run_399,49.599999999998545,0.0,0,2523,0,0,0,40744,64212,154336518,103642980,25253952,262896,52331122,1364211,385024,1766
