,cpu_time_diff_ms,sys_time_diff_ms,rss_diff_kb,pagefault_soft_diff,pagefault_hard_diff,ctx_voluntary_diff,ctx_involuntary_diff,bpe_time_us,output_size_bytes,instructions,cpu_cycles,branch_instructions,branch_misses,l1d_access,l1d_miss,l3_access,l3_miss
run_22,60.9699999999998,0.054000000000002046,0,2636,0,0,5,,,171668556,90596859,19820424,198704,52776093,1810991,285800,744
run_23,63.97000000000003,0.0,0,2632,0,0,6,,,179421348,95776642,19693436,197071,50518849,1838454,286812,4096
run_24,61.09999999999991,4.057999999999993,0,2639,0,0,7,,,162513467,99922857,22550138,225840,53941187,1694519,282277,7695
run_25,61.149999999999864,4.061999999999998,0,2637,0,0,6,,,183278410,98850163,19755409,188473,48722565,2084057,345861,7674
run_26,60.569999999999936,4.032000000000011,0,2631,0,0,7,,,174247546,97530304,19989269,201937,51474725,2020122,324492,8023
run_27,53.29000000000019,8.083000000000013,0,2644,0,0,5,,,171345696,91075466,19790962,200674,52816331,1799046,284382,1451
run_28,59.930000000000064,3.9979999999999905,0,2628,0,0,7,,,182084985,96668990,19591546,197200,50763170,1844088,293795,5588
run_29,61.069999999999936,0.04999999999999716,0,2552,0,0,6,,,142401935,100476860,24665536,288966,56238808,1582929,281283,294
run_30,58.81000000000017,4.159000000000006,0,2637,0,0,6,,,179734668,94743859,19743534,200383,51580162,1820234,284884,4068
run_31,60.88999999999987,4.052000000000007,0,2636,0,0,7,,,187902328,97747876,20301176,187059,47819145,1817570,282784,7881
run_32,65.07000000000016,0.0,0,2633,0,0,6,,,173019211,98826575,20057273,205294,51125312,1832637,277625,7837
run_33,61.940000000000055,0.0,0,2625,0,0,7,,,151142888,97986723,23245544,270563,55832894,1645026,275726,802
run_34,55.88000000000011,7.938000000000002,0,2644,0,0,5,,,156258720,97313265,22684002,246374,56058766,1871043,341124,3741
run_35,64.40000000000009,0.007999999999995566,0,2635,0,0,5,,,166632349,98686773,21261245,212080,52698242,1742942,269346,8178
run_36,56.559999999999945,8.051999999999992,0,2632,0,0,6,,,182910434,99789941,19861901,192755,48716573,2085338,359459,7889
run_37,61.7800000000002,0.0,0,2552,0,0,7,,,161624009,95203372,21374767,220134,55951612,1764834,269424,1138
run_38,63.7800000000002,0.0,0,2640,0,0,6,,,162661915,96185960,21356757,220809,53999341,1960070,341764,4252
run_39,61.690000000000055,0.0,0,2637,0,0,6,,,166509407,94167054,20365049,218757,54915710,1994168,327660,1673
run_40,55.679999999999836,7.724000000000018,0,2640,0,0,6,,,165417142,96927777,20854679,212080,53511941,1983508,333932,5744
run_41,60.36999999999989,3.8079999999999927,0,2630,0,0,7,,,173582405,98848757,20308907,204226,51066175,2055122,336175,9456
run_42,64.07000000000016,0.0010000000000047748,0,2636,0,0,6,,,157807835,100186298,23440515,246305,55203932,1827553,328189,9232
run_43,60.30000000000018,4.016999999999996,0,2638,0,0,6,,,171840931,97638000,20138296,204336,51988161,1808836,268726,8201
run_44,61.49000000000024,4.079000000000008,0,2620,0,0,7,,,189710991,100200554,20808676,181778,47352722,1803804,303953,8392
run_45,61.01999999999998,0.04800000000000182,0,2624,0,0,5,,,168568787,92193841,19988463,210227,55052189,1982065,323806,1432
run_46,60.149999999999636,4.010000000000019,0,2640,0,0,6,,,168687641,97176590,20678895,210936,52985659,2001816,333133,6095
run_47,60.15000000000009,4.009999999999991,0,2636,0,0,6,,,181599578,98263924,19801628,194168,49524212,1840721,292505,8098
run_48,61.279999999999745,0.060000000000002274,0,2639,0,0,7,,,149991238,97933688,23143423,277549,55921604,1863982,334461,817
run_49,59.5,3.975999999999999,0,2629,0,0,6,,,185812603,96204408,19518138,191107,48605444,1854925,290323,5186
run_50,63.820000000000164,0.0,0,2640,0,0,6,,,155474649,97633955,22738772,224350,54272869,1937555,351445,9703
run_51,57.40000000000009,7.865000000000009,0,2640,0,0,7,,,179296379,97866267,19511093,193204,49973134,1848234,291521,7593
run_52,65.73000000000002,0.0,0,2552,0,0,7,,,172708567,99077028,20398359,207923,51153463,1847029,285033,6724
run_53,61.4699999999998,3.960000000000008,0,2628,0,0,7,,,167682639,97695095,20960175,206685,52180744,1982150,331993,7712
run_54,56.88000000000011,8.050999999999988,0,2638,0,0,7,,,185492766,99787545,20962364,193351,48206189,2062723,344625,8310
run_55,66.76999999999998,0.0,0,2637,0,0,8,,,181277039,102079888,20911121,197483,49343293,1810128,294847,10170
run_56,66.30999999999995,0.0,0,2575,0,0,6,,,188083987,99636104,20995469,189081,47990007,1798528,287645,8147
run_57,66.01999999999998,0.0,0,2633,0,0,7,,,181907733,99906714,20187130,189697,49336818,2077878,357490,7220
run_58,61.559999999999945,3.6350000000000193,0,2638,0,0,6,,,175273384,98540916,19529165,196787,50877000,1831932,286899,7212
run_59,65.32999999999993,0.06799999999998363,0,2632,0,0,8,,,168192896,98351149,21340675,209310,52446932,1757834,281680,7776
run_60,65.83000000000038,0.08899999999999864,0,2621,0,0,6,,,164607148,99667880,22194158,217786,53426703,1945315,343374,7264
run_61,59.840000000000146,3.992999999999995,0,2637,0,0,7,,,180134258,97317482,19781940,198635,49686255,1836509,285968,8131
run_62,61.88000000000011,0.08899999999999864,0,2630,0,0,6,,,151706143,98007506,23233476,272011,56014248,1848971,335582,670
run_63,59.539999999999964,3.97799999999998,0,2641,0,0,7,,,154444757,96530706,22996322,266097,56242980,1688326,286348,3939
run_64,60.69999999999982,4.034999999999997,0,2634,0,0,7,,,166298984,98579562,21143749,212037,52272947,1988849,337184,7694
run_65,64.0600000000004,0.0,0,2635,0,0,8,,,183320169,96691230,19796146,187805,48716697,1847294,287177,7115
run_66,56.14000000000033,8.010999999999996,0,2639,0,0,7,,,164341216,97573049,21324503,212278,53576609,1738932,270563,7125
run_67,57.409999999999854,3.7609999999999957,0,2631,0,0,6,,,167438945,92869936,20000376,217067,55489254,1798213,273515,984
run_68,64.30000000000018,0.01300000000000523,0,2640,0,0,6,,,169658784,96152531,20238537,208188,52661297,1816172,277363,3966
run_69,52.32999999999993,12.019000000000005,0,2636,0,0,6,,,175987013,97479378,19413863,195095,50444150,2083881,346944,9452
run_70,56.529999999999745,8.030000000000001,0,2638,0,0,7,,,168369073,99280151,20946599,217464,52742214,1767871,273493,8240
run_71,52.30999999999949,12.021999999999991,0,2636,0,0,6,,,183457901,99280325,19826157,197425,48705655,1849506,280745,7779
run_72,65.39000000000033,0.07200000000000273,0,2622,0,0,6,,,171062667,99239496,20633483,205657,51452152,2032158,343916,7815
run_73,64.29999999999927,0.0,0,2631,0,0,7,,,151156222,97219874,23845174,265973,55581671,1638549,290200,8748
run_74,57.89000000000033,7.703000000000003,0,2637,0,0,8,,,181155536,98226427,19520001,190651,49925851,1857316,295122,7677
run_75,62.49000000000069,3.919000000000011,0,2624,0,0,7,,,177982547,100214678,19479349,200277,50515584,1853993,286628,7700
run_76,61.91999999999916,0.0,0,2644,0,0,6,,,152129424,96870225,22752717,268678,56072876,1670871,274173,1151
run_77,63.840000000000146,0.0,0,2572,0,0,6,,,161777046,97071835,22091429,232897,55007442,1685056,268168,4708
run_78,54.05999999999949,11.783999999999992,0,2637,0,0,8,,,178520600,99462154,19575492,196630,50185111,2081216,339062,8024
run_79,61.659999999999854,3.8729999999999905,0,2576,0,0,7,,,172336652,99942970,20163295,205538,51020020,2080735,351663,7435
run_80,65.46000000000004,0.08299999999996999,0,2627,0,0,8,,,167904850,97881633,21244325,214319,52830267,1764434,279756,7458
run_81,49.600000000000364,12.074999999999989,0,2633,0,0,7,,,170146515,90136617,19741318,199422,53067448,1810423,277642,1494
run_82,60.0600000000004,4.0020000000000095,0,2647,0,0,7,,,180678812,96702907,19677133,195042,50193482,1841778,287580,3996
run_83,65.21999999999935,0.06999999999999318,0,2617,0,0,6,,,164773489,100280784,22608358,224861,53464803,1928614,348673,8002
run_84,61.23000000000047,4.065999999999974,0,2621,0,0,7,,,186309958,99586350,20689237,184674,48295084,2053628,353150,7426
run_85,60.460000000000036,4.025000000000034,0,2569,0,0,7,,,174305733,98306417,19840670,204846,51124874,2044818,329023,7476
run_86,60.909999999999854,4.050000000000011,0,2573,0,0,7,,,161657837,98706848,22843225,230463,54249829,1675554,278617,7232
run_87,53.26000000000022,7.846000000000004,0,2572,0,0,6,,,163254461,92436314,20702197,220078,55770413,1993803,320969,1089
run_88,60.279999999999745,4.014999999999986,0,2624,0,0,7,,,164857071,95097346,20849977,210188,53173396,1791122,281278,4907
run_89,53.07000000000062,8.057000000000016,0,2635,0,0,6,,,169153454,91246717,19793623,204182,53830022,1991110,338155,916
run_90,60.26000000000022,4.015000000000043,0,2639,0,0,6,,,173196951,95541774,19645563,203960,51881807,2059152,338251,4641
run_91,65.88000000000011,0.10800000000000409,0,2642,0,0,7,,,187784810,101788548,21160972,184730,47423592,2043739,369184,7918
run_92,61.69000000000051,4.096000000000004,0,2630,0,0,5,,,192318915,98874285,20418352,182320,46750395,2034615,349504,7378
run_93,58.07999999999993,7.891999999999996,0,2634,0,0,7,,,181909749,99881147,20304058,191903,49408833,2070076,355690,7880
run_94,54.01000000000022,11.882999999999981,0,2572,0,0,7,,,183827016,98183151,19462717,190434,49395048,1864002,288597,7626
run_95,61.470000000000255,0.0,0,2571,0,0,7,,,155558030,95462603,22041752,264977,55739511,1716912,265245,1238
run_96,64.15000000000055,0.0,0,2636,0,0,6,,,162028279,96238794,21863097,218348,54339577,1941703,333078,3553
run_97,61.3100000000004,3.7200000000000273,0,2636,0,0,7,,,176631063,97379084,19571040,194010,50608136,2074101,336511,7827
run_98,65.68000000000029,0.09899999999998954,0,2632,0,0,8,,,170071093,99273863,20819833,205590,51748917,1785247,287632,8387
run_99,59.05000000000018,3.595999999999947,0,2643,0,0,6,,,148798949,99359206,24193866,278704,56366291,1827196,340519,965
run_100,63.82999999999993,0.0,0,2638,0,0,7,,,159959575,96745075,22284137,230417,55591584,1888977,328041,3666
run_101,60.850000000000364,4.046999999999969,0,2630,0,0,6,,,171849206,98124295,20238184,206732,51570399,1828610,282071,7143
run_102,57.11999999999989,4.062999999999988,0,2571,0,0,7,,,172867014,90798829,19743738,200131,52212014,1823581,280068,836
run_103,56.76999999999953,8.038000000000011,0,2567,0,0,8,,,184910690,99949752,19611880,193956,49506984,2083935,342870,7136
run_104,64.85000000000036,0.05299999999999727,0,2635,0,0,7,,,165154853,99071639,21467291,214080,52230102,1977882,343232,8833
run_105,61.32000000000062,4.074000000000012,0,2637,0,0,6,,,190275743,99360892,20890676,183852,47462119,1802075,298298,8699
run_106,61.97999999999956,3.8850000000000477,0,2635,0,0,7,,,181760139,101430717,20129413,193356,49543540,2088974,358935,9433
run_107,58.340000000000146,3.9049999999999727,0,2642,0,0,6,,,162934350,94520654,21139191,220503,55267831,2005834,333873,1482
run_108,60.23000000000047,4.0120000000000005,0,2631,0,0,7,,,167759606,96792680,20575231,209937,52389018,1789220,277199,6762
run_109,60.94000000000051,4.053999999999974,0,2632,0,0,8,,,181612090,98934343,20581641,190680,48900285,1812634,287947,9447
run_110,62.210000000000036,3.8969999999999914,0,2574,0,0,7,,,181918358,99370269,19655215,196153,49470108,2086607,343512,8038
run_111,61.58000000000084,3.86099999999999,0,2627,0,0,7,,,176422245,98912118,19574925,195800,50710946,1846509,281499,7117
run_112,65.19000000000051,0.07300000000003593,0,2578,0,0,6,,,168411170,96010331,20607297,209804,52119682,1772351,275263,6628
run_113,60.960000000000036,4.052999999999997,0,2635,0,0,8,,,184380789,97637791,20687601,181949,48418882,1823748,298510,7674
run_114,65.55999999999949,0.0,0,2622,0,0,7,,,180177165,101664620,19578664,195610,50224103,2101628,360200,8304
run_115,59.039999999999964,3.8170000000000073,0,2619,0,0,6,,,154462200,96822330,22902085,261216,55894036,1673666,279457,3691
run_116,61.52000000000044,3.8589999999999804,0,2640,0,0,9,,,175443612,97956277,19608653,201792,51104628,1835969,280569,8225
run_117,65.52000000000044,0.09199999999998454,0,2570,0,0,6,,,167336539,100633686,21673614,216956,52269226,1964796,344613,8879
run_118,60.52000000000044,4.02800000000002,0,2636,0,0,6,,,182245042,97782342,20042738,192528,48520009,2078095,344170,9041
run_119,60.31999999999971,4.016999999999996,0,2623,0,0,7,,,166739012,97388406,20920580,212271,52359500,2030965,336260,9141
run_120,55.899999999999636,7.987000000000023,0,2577,0,0,8,,,182801008,96812283,19791563,189262,49038621,1836433,273378,7787
run_121,62.219999999999345,0.0,0,2643,0,0,6,,,154155440,95614801,22249458,262502,55913646,1708610,274028,1674
run_122,55.67999999999938,7.8840000000000146,0,2640,0,0,6,,,166017319,96886149,20910084,214884,53706346,2050376,355965,2370
run_123,64.13000000000011,0.0,0,2623,0,0,8,,,177033715,96264681,19509403,195006,51093894,1825632,282630,7860
run_124,64.36999999999989,0.0,0,2572,0,0,6,,,159291775,99336256,22725426,225146,54665992,1885394,334470,7557
run_125,64.66999999999916,0.0,0,2572,0,0,7,,,178407045,98126860,19674013,201389,50595064,2056423,343836,7499
run_126,64.73000000000047,0.0,0,2635,0,0,7,,,159920928,99508263,22663990,222951,53812289,1910277,337425,8339
run_127,61.029999999999745,3.548000000000002,0,2627,0,0,8,,,180073357,97294625,19530728,191390,50098272,2089811,354651,7480
run_128,60.3100000000004,4.014999999999986,0,2573,0,0,6,,,162310596,97515416,21683367,217147,53487975,1924505,327644,7441
run_129,61.13000000000011,3.840000000000032,0,2570,0,0,6,,,180246448,97276132,19524393,194240,49786771,1842340,280856,7466
run_130,60.43000000000029,4.021999999999991,0,2620,0,0,7,,,162340787,99304112,22027904,224346,53681665,1737610,282027,9721
run_131,57.149999999999636,4.060999999999979,0,2630,0,0,7,,,167309924,92054892,19893896,210033,54239972,1776302,275094,1344
run_132,59.840000000000146,3.988999999999976,0,2568,0,0,6,,,169815916,96022519,19994816,207444,52653976,2022030,332109,4743
run_133,54.30999999999949,8.115999999999985,0,2637,0,0,6,,,174624147,92806488,19680949,199459,51721973,2058354,341626,2089
run_134,53.600000000000364,12.06899999999996,0,2634,0,0,6,,,189424778,98792151,20934756,186941,47827464,2047358,351146,6141
run_135,61.01000000000022,3.8279999999999745,0,2568,0,0,8,,,179595146,98003330,19580930,191517,50239650,2048027,337427,9529
run_136,63.69000000000051,0.0,0,2638,0,0,6,,,159018143,98025827,22257456,235939,55013844,1691726,270511,8463
run_137,63.86999999999898,0.0,0,2626,0,0,6,,,170267761,97408004,20491362,206408,52345503,2046295,336683,8224
run_138,56.93000000000029,8.040999999999997,0,2643,0,0,8,,,183895721,100224504,20675871,191667,48467494,2069893,359362,8556
run_139,60.76999999999862,3.8139999999999645,0,2635,0,0,6,,,172558867,96983041,20049094,200291,51065906,2065321,335857,8973
run_140,63.72999999999956,0.0,0,2567,0,0,8,,,150496271,96971135,24032026,255139,56645455,1645451,277858,11030
run_141,64.54999999999927,0.04099999999999682,0,2631,0,0,7,,,170212479,98723164,20437423,212037,51697572,2064623,337845,8778
run_142,63.150000000001455,0.0,0,2629,0,0,7,,,153274428,98086115,23540646,274051,56158211,1649173,275250,2426
run_143,51.840000000000146,7.944000000000017,0,2637,0,0,6,,,139098052,102592287,25583064,287777,55640760,1705459,331764,117
run_144,59.23999999999978,0.0,0,2631,0,0,6,,,140330214,99397065,23924081,280802,55811347,1592135,275654,256
run_145,57.29000000000087,4.0400000000000205,0,2567,0,0,7,,,167988209,93421979,20238669,219434,54584575,2017042,332593,1502
run_146,59.51999999999862,0.0,0,2620,0,0,6,,,138888189,101050845,24477530,291071,55956960,1570694,277091,309
run_147,55.20999999999913,4.162999999999954,0,2571,0,0,6,,,150582860,95942394,22220585,273446,55752183,1704929,265808,428
run_148,48.649999999999636,12.016999999999996,0,2637,0,0,5,,,169223482,92121104,19885744,211302,53846005,1789681,277723,1805
run_149,57.05999999999949,3.8319999999999936,0,2637,0,0,7,,,155631616,96808540,21924475,266322,55683899,1925789,327531,1363
run_150,60.70999999999913,0.04800000000000182,0,2567,0,0,7,,,173319088,92212949,19926703,201689,52879946,2021147,334454,1860
run_151,59.45000000000073,0.0,0,2569,0,0,6,,,149685938,97047184,22469143,268434,55495614,1672497,265862,422
run_152,56.23999999999978,3.991999999999962,0,2638,0,0,6,,,166380153,91732240,20040263,211139,55256149,1974663,325500,1443
run_153,60.06000000000131,0.010999999999967258,0,2619,0,0,5,,,140287302,101632080,24633618,290930,56104398,1796447,348408,216
run_154,59.23999999999978,0.18799999999998818,0,2624,0,0,6,,,154261581,95990183,21896518,265131,55699984,1730725,270071,485
run_155,52.42000000000007,8.01400000000001,0,2637,0,0,5,,,168682507,92088881,19868055,210125,53648362,2005530,340498,1349
run_156,56.32999999999993,4.016999999999939,0,2571,0,0,8,,,152207132,97607847,22638535,269774,55773325,1672935,268555,1011
run_157,53.0,8.048000000000002,0,2637,0,0,7,,,172135974,92987160,19703200,199408,52971276,1808420,296366,1773
run_158,60.27000000000044,0.0,0,2626,0,0,6,,,156901968,95665953,21734561,263188,55690742,1960629,327566,1038
run_159,51.68000000000029,7.770999999999958,0,2643,0,0,7,,,162351821,90835776,19984057,213558,55354546,1769361,276089,868
run_160,59.94000000000051,0.0030000000000427463,0,2640,0,0,6,,,140714725,100071000,23893506,286812,55807457,1606341,275565,265
run_161,52.79000000000087,8.035000000000082,0,2619,0,0,5,,,160959670,93881247,21244141,222226,56042524,1784215,280707,1970
run_162,51.31999999999971,7.949999999999932,0,2626,0,0,6,,,138378406,102560940,25316130,290715,55844297,1723109,338701,93
run_163,60.23999999999978,0.023000000000024556,0,2637,0,0,6,,,149978874,97970110,22687835,275318,55881546,1681721,283911,568
run_164,56.399999999999636,4.018000000000029,0,2638,0,0,6,,,167646155,92662337,19934336,214420,54565761,1786803,281119,1715
run_165,60.400000000001455,0.028999999999996362,0,2655,0,0,6,,,146489630,99791836,23518770,284587,55941134,1835653,341782,597
run_166,56.20000000000073,4.011000000000081,0,2632,0,0,9,,,164850795,93609727,20391569,219268,55699810,1991366,343192,1228
run_167,60.19999999999891,0.018000000000029104,0,2637,0,0,5,,,143557164,100488885,23949204,288305,55686569,1580102,270467,383
run_168,60.400000000001455,0.02400000000000091,0,2633,0,0,5,,,160670413,95213603,21235826,246464,55701436,1968647,327724,1456
run_169,60.599999999998545,0.03899999999998727,0,2644,0,0,6,,,143806094,102531282,24956885,296086,56131154,1774708,349648,382
run_170,59.600000000000364,0.20600000000001728,0,2634,0,0,6,,,153405605,96083348,22271402,267038,55676388,1689784,274599,821
run_171,51.899999999999636,7.769999999999982,0,2631,0,0,7,,,163690898,90903064,19949918,212622,55675319,1783179,274962,942
run_172,56.79999999999927,4.044999999999959,0,2639,0,0,6,,,141947790,98556730,24203104,284085,56345948,1631389,291297,1624
run_173,52.70000000000073,8.029999999999973,0,2633,0,0,7,,,170808164,93390297,19909525,211381,53438826,2004757,329253,2611
run_174,59.599999999998545,0.0,0,2565,0,0,7,,,145310091,98186387,23095146,280591,55646299,1840926,327879,398
run_175,56.30000000000109,4.000999999999976,0,2636,0,0,5,,,165346407,91159235,19928346,213777,55393550,1768699,283088,1140
run_176,60.600000000000364,0.03999999999996362,0,2628,0,0,6,,,145697404,99417205,23503363,279610,55940641,1639079,278947,706
run_177,55.600000000000364,3.9750000000000227,0,2641,0,0,7,,,162149394,94055815,20886181,246363,55732875,1767419,271527,711
run_178,60.0,0.007000000000061846,0,2634,0,0,6,,,140477229,102234780,25154071,293696,55904738,1542953,277189,239
run_179,55.899999999999636,3.992999999999938,0,2570,0,0,6,,,150885181,97578573,22460591,269552,55634730,1662179,263719,642
run_180,60.5,0.03300000000001546,0,2633,0,0,5,,,168463431,92851460,19944355,214385,54182370,1795960,287298,1459
run_181,60.20000000000073,0.019000000000005457,0,2625,0,0,7,,,148915461,98397810,22924584,275016,55721956,1660037,270476,629
run_182,55.600000000000364,3.975999999999999,0,2660,0,0,6,,,164116672,93045675,20328239,249209,55325271,1941999,315577,1427
run_183,52.29999999999927,8.006999999999948,0,2633,0,0,7,,,172692379,91369596,19951617,198948,53055388,1800116,285091,1375
run_184,53.29999999999927,7.841000000000008,0,2565,0,0,8,,,158406598,95391541,22087259,228189,55937545,1945637,330915,1842
run_185,58.0,3.8840000000000146,0,2621,0,0,6,,,151736191,99830957,23862666,271537,56350493,1631067,288396,1371
run_186,52.600000000000364,8.027000000000044,0,2636,0,0,5,,,172709349,92444637,19875804,201555,52883213,2015906,338752,1750
run_187,61.5,0.0,0,2637,0,0,6,,,160636351,94981998,21361380,220692,55512608,2000615,335588,2193
run_188,61.30000000000109,0.0,0,2635,0,0,7,,,150756237,98153978,23331593,275997,55818443,1867002,349600,1320
run_189,57.399999999999636,3.812000000000012,0,2630,0,0,6,,,175582058,92639080,19760481,202331,51937389,2046560,341487,2072
run_190,59.599999999998545,0.0,0,2636,0,0,6,,,158593719,94337701,21224384,255539,55550825,1947016,326584,513
run_191,56.399999999999636,4.008999999999901,0,2638,0,0,6,,,173735745,91277585,19980074,198767,52869716,1785264,272591,1272
run_192,56.0,3.9980000000000473,0,2620,0,0,7,,,151002913,96793031,22442932,273414,56003514,1705958,277892,522
run_193,56.5,4.02699999999993,0,2624,0,0,7,,,169310082,92402688,19933255,205783,53661923,2000404,330613,1362
run_194,56.899999999999636,3.8210000000000264,0,2636,0,0,7,,,153522730,97077423,22189863,268017,55707547,1893144,328353,1496
run_195,60.600000000000364,0.04099999999993997,0,2570,0,0,6,,,172222502,92161732,19969895,206296,53185548,1794352,280859,1894
run_196,58.100000000000364,3.8940000000000055,0,2635,0,0,6,,,160655458,96824756,21521235,221767,54853854,1966733,351058,2912
run_197,56.80000000000109,4.041000000000054,0,2629,0,0,5,,,151972798,97400854,22475384,274578,55717049,1689711,271759,1130
run_198,61.0,0.06600000000003092,0,2640,0,0,6,,,168098850,92057016,19462231,201368,53132298,2058819,354568,2593
run_199,56.30000000000109,3.7910000000000537,0,2640,0,0,7,,,155786781,95595279,21638616,265315,55611688,1748718,266983,1286
run_200,52.399999999999636,8.009999999999991,0,2641,0,0,6,,,170432922,93211672,19876150,206722,53377691,1816805,296516,1668
run_201,56.79999999999927,3.81899999999996,0,2628,0,0,6,,,154455021,96983391,22067613,262050,55867915,1915448,347902,1132
run_202,57.20000000000073,4.062999999999988,0,2636,0,0,7,,,172037484,93029247,19554590,200245,52383575,2048535,349898,2297
run_203,60.79999999999927,0.05099999999993088,0,2637,0,0,6,,,164685950,93880975,20738564,220010,55700538,1786199,273025,1763
run_204,60.399999999999636,0.03499999999996817,0,2656,0,0,7,,,143605789,100879096,24314934,283956,55863672,1582444,282626,634
run_205,57.29999999999927,4.069999999999936,0,2633,0,0,6,,,169543401,95188281,19754235,207649,53239770,2025276,354388,1395
run_206,56.399999999999636,4.016000000000076,0,2638,0,0,7,,,152924552,97079981,22176748,269609,55671932,1694122,271442,950
run_207,56.30000000000109,3.714999999999918,0,2566,0,0,5,,,169402133,92033693,19962673,204866,54288654,1777454,280232,1549
run_208,60.599999999998545,0.03600000000005821,0,2621,0,0,5,,,149405441,99252462,23404218,277789,56131549,1838009,334382,796
run_209,60.20000000000073,0.019000000000005457,0,2635,0,0,8,,,168107991,92281538,19983836,211576,55002754,1770034,273741,1642
run_210,60.79999999999927,0.05000000000006821,0,2564,0,0,6,,,152782051,98766379,23115861,271681,55826809,1847300,332339,774
run_211,56.399999999999636,4.0190000000000055,0,2636,0,0,6,,,169757113,92147759,19839507,212560,54169871,1796061,289565,1761
run_212,60.20000000000073,0.018000000000029104,0,2631,0,0,8,,,148599364,99003771,23022041,280490,55622596,1838874,328279,660
run_213,51.899999999999636,7.985000000000014,0,2569,0,0,8,,,166651998,92425302,20132448,213400,55423399,1753783,261774,1474
run_214,56.099999999998545,4.008000000000038,0,2639,0,0,7,,,142700691,101586667,24621109,289516,55851187,1556248,274885,398
run_215,56.70000000000073,3.816000000000031,0,2631,0,0,6,,,158939532,95114136,21586756,263356,55765515,1769908,273471,1821
run_216,60.899999999999636,0.057999999999992724,0,2640,0,0,6,,,143237872,101392072,24074801,285982,55954936,1598036,278372,544
run_217,60.899999999999636,0.056999999999902684,0,2635,0,0,7,,,169242260,94081107,19996593,216509,54386327,1992430,326265,2352
run_218,60.899999999999636,0.05700000000001637,0,2635,0,0,6,,,152711642,98516120,22496180,268383,55786498,1668516,271626,1119
run_219,53.19999999999891,7.841000000000008,0,2656,0,0,6,,,174545191,93097023,19879799,206949,52901862,1802889,277006,2451
run_220,60.600000000000364,0.043000000000006366,0,2557,0,0,7,,,163498312,94292594,20683814,222562,55580213,1975287,323187,1793
run_221,60.5,0.033999999999991815,0,2639,0,0,6,,,140618606,100265612,23978162,289672,55454373,1578716,269219,1237
run_222,52.599999999998545,8.019000000000005,0,2634,0,0,6,,,165051044,93341195,20366998,216341,55563927,1763177,266703,2428
run_223,61.100000000000364,0.07099999999991269,0,2624,0,0,5,,,143375142,99755310,24435737,290313,56542589,1623089,276902,3804
