,cpu_time_diff_ms,sys_time_diff_ms,rss_diff_kb,pagefault_soft_diff,pagefault_hard_diff,ctx_voluntary_diff,ctx_involuntary_diff,bpe_time_us,output_size_bytes,instructions,cpu_cycles,branch_instructions,branch_misses,l1d_access,l1d_miss,l3_access,l3_miss
run_69,65.57999999999993,4.086000000000013,0,2720,0,1,7,,,218637562,105610838,19690713,178846,39160929,2014810,327149,14962
run_70,52.279999999999745,8.02200000000002,0,2722,0,0,6,,,174543282,94821840,20025096,210413,55522492,1826409,277045,1033
run_71,57.19999999999982,3.843999999999994,0,2722,0,0,7,,,172665286,96031353,19977687,212399,55582791,1830650,280098,1374
run_72,61.6899999999996,0.0,0,2718,0,0,7,,,164899026,99588954,21163387,257764,55819236,1936259,326269,2383
run_73,53.29000000000087,7.947999999999979,0,2717,0,0,6,,,191199964,95124659,19813260,190417,48808521,1850516,270743,2334
run_74,52.970000000000255,8.057999999999993,0,2723,0,0,6,,,177689495,95483044,20047962,205720,54768308,1823520,283755,1860
run_75,61.54999999999927,0.0,0,2719,0,0,6,,,167087139,98853890,20358061,221743,55827340,1763409,268803,2444
run_76,57.70999999999913,3.960999999999956,0,2718,0,0,6,,,193270103,97770336,19749582,190511,48282348,1876471,280734,2220
run_77,53.70000000000073,8.101000000000056,0,2721,0,0,6,,,190546783,97234909,19717246,196192,49467002,1864999,280972,2821
run_78,53.75,8.107000000000028,0,2722,0,0,5,,,185546006,98033342,19951868,197350,51767481,2074453,335079,2141
run_79,60.5600000000004,0.0,0,2722,0,0,6,,,165533890,97442268,20253497,218821,55625976,2023074,322954,548
run_80,53.77000000000044,7.906000000000006,0,2719,0,0,6,,,163347118,103254592,22210728,266498,55936610,1660065,267990,1183
run_81,61.42000000000007,0.07999999999998408,0,2719,0,0,5,,,182779316,95730038,19596014,192734,50938164,1853494,288157,2402
run_82,61.95000000000073,0.10800000000000409,0,2723,0,0,7,,,184518389,97548255,20007717,197543,52176924,1834756,277064,2151
run_83,58.460000000000036,3.9119999999999777,0,2719,0,0,6,,,178711265,99491466,19894638,204874,53260873,2071059,347997,2209
run_84,58.67000000000007,3.923000000000002,0,2719,0,0,7,,,173827151,99124693,19648502,203437,53007614,2073775,339688,2825
run_85,57.63000000000011,3.8629999999999995,0,2717,0,0,6,,,171312886,97469967,19924037,210938,55425638,2036603,335448,1879
run_86,61.93000000000029,0.0,0,2721,0,0,7,,,167915916,98908368,20436475,222422,55720921,1763831,266402,1996
run_87,58.61000000000058,3.8039999999999736,0,2717,0,0,7,,,166508907,100976115,21286914,230719,55802488,1933378,324715,1633
run_88,62.69999999999982,0.0,0,2718,0,0,7,,,167859610,101028302,21141682,226104,55807811,1716777,265681,2094
run_89,62.090000000000146,0.0,0,2723,0,0,7,,,163043395,101246147,22017287,256157,55664901,1870527,333241,1795
run_90,58.07999999999993,3.944999999999993,0,2724,0,0,7,,,164914943,102626399,22077358,267237,55801513,1873350,327544,1444
run_91,57.54999999999927,4.086999999999989,0,2720,0,0,8,,,186786829,96623690,19640678,197741,50211878,2124204,342802,795
run_92,53.35999999999967,8.077999999999975,0,2719,0,0,5,,,183411168,96576555,19963636,202218,52562092,2049434,337864,1356
run_93,62.11999999999989,0.0,0,2720,0,0,6,,,175993521,98346271,19834762,209432,54060012,2057497,338197,2070
run_94,60.67000000000007,0.0,0,2722,0,0,6,,,162529744,99674762,21048019,262798,55808455,1759319,268330,768
run_95,53.789999999999964,8.040999999999997,0,2718,0,0,7,,,190838070,96493227,19520632,191290,49030324,1884580,285004,1461
run_96,56.339999999999236,4.020000000000039,0,2723,0,0,6,,,176661851,93900929,20005698,201084,55321321,2033216,331359,541
run_97,61.55000000000018,0.0,0,2723,0,0,6,,,167353302,98639997,20543812,238266,55473982,1950706,319695,1049
run_98,62.63000000000011,0.0,0,2723,0,0,8,,,164951343,100578483,21287067,237245,55950631,1713567,270147,2563
run_99,59.02000000000044,3.737000000000023,0,2718,0,0,5,,,169247244,99332401,20702273,217815,55750675,1983296,332580,1993
run_100,58.590000000000146,3.9209999999999923,0,2718,0,0,5,,,167777101,98582500,20760455,220067,55679982,1947737,326991,2007
run_101,58.75,3.9290000000000305,0,2722,0,0,6,,,169195036,97550945,20598347,220064,55965598,1764724,273664,2196
run_102,61.789999999999964,0.0,0,2721,0,0,8,,,165365089,100574368,21177088,248609,55777221,1721013,268181,2035
run_103,58.36999999999989,3.791999999999973,0,2720,0,0,6,,,188365267,97344620,19167771,185364,48619431,2177677,352674,3509
run_104,53.279999999999745,8.065999999999974,0,2722,0,0,5,,,189174201,96028953,19735898,191012,49447931,2079669,327822,1143
run_105,56.88000000000011,4.048999999999978,0,2724,0,0,5,,,176544860,95426569,20037449,199398,55284662,1810124,279514,1186
run_106,61.650000000000546,0.0,0,2722,0,0,8,,,165391750,100233072,21227334,240047,55786806,1952581,327786,1068
run_107,58.470000000000255,3.7889999999999873,0,2720,0,0,6,,,193566641,99445491,19637623,188183,47678334,2146717,341962,1247
run_108,53.27000000000044,8.064999999999998,0,2717,0,0,5,,,187803820,96387724,19635361,194785,49575139,1875337,286549,1115
run_109,57.11999999999989,4.062000000000012,0,2719,0,0,7,,,180986513,95465100,20021095,205464,53751109,1838787,280292,896
run_110,57.840000000000146,3.8759999999999764,0,2719,0,0,6,,,167325237,97968539,20376094,222281,55727288,1998552,327843,1015
run_111,56.80999999999949,4.045000000000016,0,2720,0,0,6,,,157575663,102890612,22805092,275090,56003165,1653779,273283,442
run_112,60.57999999999993,0.03700000000003456,0,2722,0,0,6,,,180165102,93323632,20001834,202951,54274231,1812534,276214,1097
run_113,60.970000000000255,0.057999999999992724,0,2723,0,0,7,,,162490973,99513667,21561474,256939,55780275,1718266,267348,988
run_114,60.899999999999636,0.053999999999973625,0,2720,0,0,7,,,181306632,95321994,19634546,200121,51681186,2101654,344764,561
run_115,57.47999999999956,3.8590000000000373,0,2716,0,0,6,,,174302004,95735787,19880941,206629,55201672,1818757,285409,1221
run_116,61.05000000000018,0.06200000000001182,0,2721,0,0,7,,,157582760,99350155,21973497,262372,56090190,1715705,280182,1942
run_117,57.539999999999964,4.084000000000003,0,2721,0,0,7,,,188534857,96989678,19641777,196024,49863677,2105677,340472,1278
run_118,58.280000000000655,4.1270000000000095,0,2720,0,0,6,,,179491945,100729823,19746107,201825,51416175,2121628,353767,3239
run_119,54.289999999999964,8.12700000000001,0,2717,0,0,5,,,176074400,99696178,19549015,201081,51844138,2134405,358942,3877
run_120,57.25999999999931,4.072000000000003,0,2724,0,0,6,,,185542237,96050298,19710495,200519,52342359,1832494,277380,963
run_121,53.470000000000255,7.8559999999999945,0,2723,0,0,6,,,170724047,96376090,19932132,210594,55480711,1811022,286450,1095
run_122,61.51000000000022,0.08600000000001273,0,2719,0,0,6,,,165346983,101625843,22108560,260690,55970517,1929252,335635,1006
run_123,54.11999999999989,7.817000000000007,0,2716,0,0,7,,,192433335,98229854,19602867,191235,48356979,1863366,283314,1380
run_124,57.659999999999854,4.096000000000004,0,2719,0,0,6,,,186952228,97344394,19636012,197809,50527680,2087353,337266,1210
run_125,57.63999999999942,4.09499999999997,0,2722,0,0,6,,,179510184,97874693,19896869,204076,53453730,2072479,340548,1002
run_126,58.19999999999982,3.8969999999999914,0,2720,0,0,6,,,174139037,98095723,19869713,208744,54680578,2040711,335331,919
run_127,62.51000000000022,0.0,0,2721,0,0,8,,,165064740,99062890,21191589,217119,55409281,1999859,335550,4329
run_128,60.13000000000011,0.0,0,2722,0,0,6,,,155925850,101071633,21911959,268533,55523639,1862773,318681,241
run_129,61.159999999999854,0.0,0,2723,0,0,7,,,181911270,94728213,19701355,199989,52842056,1845035,280452,611
run_130,57.74000000000069,3.8730000000000473,0,2719,0,0,7,,,168254441,97327624,20046580,216661,55842392,1830104,271105,1460
run_131,57.44999999999982,4.081999999999994,0,2718,0,0,7,,,165234376,100984105,20966685,253622,55619711,1718840,264144,830
run_132,61.42999999999938,0.07999999999998408,0,2721,0,0,6,,,189954924,97283051,19682072,194010,49496628,2100690,341163,980
run_133,57.75,4.097999999999956,0,2719,0,0,5,,,184392551,97893164,19859674,200804,51976100,2085751,342194,1070
run_134,57.210000000000036,3.8430000000000177,0,2719,0,0,6,,,166703162,96239809,20164462,218992,55734850,2050227,326885,577
run_135,61.11999999999989,0.06200000000001182,0,2722,0,0,7,,,161307897,101887310,21882079,263126,55597690,1874060,321551,650
run_136,52.92000000000007,8.052999999999997,0,2723,0,0,6,,,184024151,95180852,19737440,198342,51905021,1835645,278160,1192
run_137,57.400000000000546,3.8530000000000086,0,2722,0,0,6,,,170096440,97321330,20029506,213709,55619532,2047629,332722,962
run_138,60.63999999999942,0.036000000000001364,0,2719,0,0,7,,,155312268,103040214,23203592,282686,56137099,1857819,337597,288
run_139,61.54999999999927,0.08600000000001273,0,2718,0,0,5,,,182118179,95794382,19486576,198405,51731944,2068355,333683,732
run_140,58.64000000000124,3.923999999999978,0,2721,0,0,6,,,175432891,98897882,19765863,207465,52369427,1885221,279611,1863
run_141,57.61999999999898,3.866999999999962,0,2719,0,0,8,,,172857541,96706308,19849772,211389,55006122,2064167,344936,1091
run_142,61.66000000000167,0.0,0,2719,0,0,7,,,166918185,98661944,20209897,216525,55887088,1785332,267131,1273
run_143,61.98999999999978,0.0,0,2721,0,0,6,,,164497532,100660508,21572291,261746,55578920,1918007,325246,904
run_144,56.56999999999971,3.722000000000037,0,2720,0,0,6,,,179626887,93760239,19696667,200192,52997522,1836574,284901,295
run_145,53.539999999999054,7.859999999999957,0,2721,0,0,8,,,168743196,97007499,19900349,214695,55666657,2048088,331326,980
run_146,60.900000000001455,0.05299999999999727,0,2719,0,0,6,,,155621733,101385346,22669559,274126,56154136,1670256,271357,367
run_147,61.04999999999927,0.060000000000002274,0,2717,0,0,6,,,182924510,94770483,19613917,199997,52184474,1848010,282834,859
run_148,53.48000000000138,7.856999999999971,0,2720,0,0,7,,,171954206,97217903,19948093,210265,55503789,1822902,277915,1109
run_149,57.19999999999891,4.064999999999998,0,2721,0,0,7,,,161238423,101671666,22065376,268253,55834946,1905760,329729,777
run_150,61.039999999999054,0.060000000000002274,0,2720,0,0,6,,,182511147,95895696,19751094,200404,51579688,2080040,335001,1118
run_151,57.11000000000058,3.839999999999975,0,2719,0,0,7,,,170277890,97652385,19946764,208674,55309713,1804077,281542,1037
run_152,61.5,0.08499999999997954,0,2724,0,0,7,,,163198060,100640230,21547316,269361,55754793,1904505,320589,794
run_153,53.76999999999862,8.093999999999994,0,2721,0,0,6,,,189278746,98540164,19664607,194104,49360471,2129701,347614,1342
run_154,60.91000000000167,0.051999999999964075,0,2719,0,0,6,,,180820404,95733950,19995140,197931,53490979,1831617,283779,433
run_155,53.88999999999942,7.880999999999972,0,2721,0,0,7,,,175267196,95275716,19890166,206611,55452245,2028157,342801,797
run_156,60.67000000000007,0.03899999999998727,0,2721,0,0,7,,,156797434,101715080,22091941,270038,55884232,1691639,270341,261
run_157,61.01999999999862,0.05700000000001637,0,2721,0,0,6,,,181725044,95064045,19626152,200380,52516687,1854174,281909,673
run_158,58.06999999999971,3.893000000000029,0,2719,0,0,7,,,174759100,98385043,19906036,209364,54437586,2055730,344134,1379
run_159,61.19000000000051,0.0,0,2722,0,0,11,,,166782545,97739274,20139870,221816,55496645,1770711,261599,1211
run_160,56.76000000000022,3.8940000000000055,0,2723,0,0,5,,,153300553,103268577,23403345,284928,55977514,1624944,270992,257
run_161,58.409999999999854,4.130999999999972,0,2720,0,0,6,,,182028368,98534778,19784119,203411,51746972,1883451,293193,968
run_162,53.98000000000138,8.106999999999971,0,2718,0,0,7,,,182447302,99010227,19982295,198287,51869815,2058116,337358,1197
run_163,58.38999999999942,3.909999999999968,0,2720,0,0,7,,,184187091,98068824,20016458,200351,52128142,1848959,279859,1279
run_164,54.05000000000109,7.88900000000001,0,2723,0,0,8,,,175262381,97950103,19953570,210048,54577307,1838749,283876,986
run_165,57.649999999999636,3.8689999999999145,0,2720,0,0,6,,,164779738,98926149,20517510,222623,55720931,1989803,322202,544
run_166,61.86000000000058,0.0,0,2721,0,0,6,,,164048326,101210846,21451578,261519,55788353,1910978,324484,1330
run_167,62.06999999999971,0.007000000000061846,0,2722,0,0,6,,,196677606,97983380,19247681,187398,47423931,1865111,280360,1643
run_168,58.780000000000655,4.151000000000067,0,2724,0,0,5,,,196784609,101021644,19714954,189533,47530396,2127570,335677,1698
run_169,53.29999999999927,8.065999999999917,0,2721,0,0,6,,,186521835,96426974,19623219,193591,50260155,2103992,341079,838
run_170,57.20000000000073,4.0639999999999645,0,2719,0,0,6,,,182057092,94789591,20029236,198596,53788845,1829732,276919,859
run_171,58.29999999999927,3.9009999999999536,0,2720,0,0,6,,,173499164,98195569,19972877,212336,55284653,1823393,277706,1672
run_172,58.600000000000364,3.921000000000049,0,2722,0,0,6,,,176055257,98155003,19966706,207828,55181037,1833694,277926,1617
run_173,60.899999999999636,0.049999999999954525,0,2719,0,0,6,,,161462001,99836631,21366952,263655,55664920,1926945,324433,409
run_174,57.399999999999636,4.076000000000022,0,2722,0,0,6,,,189099957,96119498,19782423,190824,49635003,2074241,329956,1345
run_175,52.19999999999891,8.013000000000034,0,2724,0,0,6,,,171002607,95310856,19973154,216017,55486954,1813447,285461,355
run_176,62.20000000000073,0.0,0,2721,0,0,6,,,166758091,99030786,20696172,223529,55915545,1766722,274440,864
run_177,56.899999999999636,3.9589999999999463,0,2719,0,0,8,,,154381160,103034547,23090057,275624,56145340,1645429,273192,323
run_178,57.399999999999636,4.076000000000022,0,2721,0,0,6,,,183368895,95996983,19978595,205841,52786899,1846649,280154,1244
run_179,58.599999999998545,3.9220000000000255,0,2720,0,0,6,,,179999613,98291336,19984714,203124,52927764,1843250,276983,2180
run_180,58.20000000000073,3.9020000000000437,0,2721,0,0,6,,,177942193,98530946,19998675,207288,54161659,1839507,284705,1733
run_181,55.29999999999927,7.954999999999927,0,2717,0,0,7,,,179988933,98998853,19878658,199533,52563745,1860950,281591,2197
run_182,54.5,7.913000000000011,0,2723,0,0,6,,,186920657,97881609,19816675,194888,51463148,2046806,330408,2033
run_183,54.5,7.908999999999992,0,2724,0,0,6,,,181983070,97608613,19934807,197715,52886043,1848420,283976,1833
run_184,58.69999999999891,3.9249999999999545,0,2721,0,0,7,,,182827311,99350839,19913207,203577,52432070,2083517,338191,1829
run_185,66.20000000000073,4.129000000000019,0,2718,0,1,8,,,221623985,107666832,18514998,169861,38559638,1722067,283839,15124
run_186,56.600000000000364,4.034999999999968,0,2722,0,0,7,,,179507862,94812346,19981386,205328,53311260,2054871,330501,580
run_187,53.600000000000364,7.857999999999947,0,2722,0,0,6,,,171589071,97092470,19989756,209727,55431049,2031819,328544,1265
run_188,58.69999999999891,3.9220000000000255,0,2719,0,0,7,,,169251617,100720645,20792250,218279,55686282,1950905,325055,2347
run_189,58.899999999999636,3.93100000000004,0,2720,0,0,6,,,171711689,100279418,20084643,215438,55640404,1991781,325941,2177
run_190,54.5,7.906999999999925,0,2722,0,0,6,,,165466818,99858827,21413311,216061,55585754,1960337,346778,2331
run_191,61.399999999999636,0.08199999999999363,0,2724,0,0,6,,,158563917,101477230,22245966,266210,55869104,1679504,273598,900
run_192,61.600000000000364,0.0,0,2720,0,0,7,,,166828693,98822567,20704731,221587,56001538,1783713,275410,979
run_193,62.19999999999891,0.0,0,2720,0,0,7,,,164474632,99865497,21103820,228032,55771846,1942826,323977,2446
run_194,57.20000000000073,3.6200000000000045,0,2722,0,0,5,,,156583137,103156060,23163010,288509,55880671,1836877,330626,336
run_195,61.600000000000364,0.09400000000005093,0,2721,0,0,5,,,183946417,96742304,20026450,202994,52607972,1852636,284973,1686
run_196,53.19999999999891,7.829000000000065,0,2721,0,0,6,,,167910488,97350719,20014867,222652,55621317,2030090,325958,602
run_197,61.79999999999927,0.0,0,2719,0,0,7,,,162393962,100522352,21433636,263982,55824364,1710931,271415,1537
run_198,54.0,7.9950000000000045,0,2724,0,0,5,,,194477177,98105384,19710886,186918,48180166,2097760,330396,2389
run_199,53.5,8.079999999999927,0,2724,0,0,7,,,187344905,96297309,19706022,197705,50503905,1853055,282480,2048
run_200,57.19999999999891,4.07000000000005,0,2719,0,0,6,,,174497378,96623918,19889405,213087,55003368,1854150,289807,515
run_201,61.30000000000109,0.0,0,2719,0,0,7,,,164959854,97866598,20301128,225162,55553941,1965077,321157,1280
run_202,66.89999999999964,3.796000000000049,0,2722,0,1,8,,,223140985,108882879,19375814,163084,37767250,1949751,337509,13718
run_203,61.80000000000109,0.11099999999999,0,2721,0,0,5,,,193748422,98109313,19732915,192292,47745269,1898064,288539,1827
run_204,61.599999999998545,0.09999999999990905,0,2720,0,0,5,,,189313732,97459857,19647575,196392,49843400,1872950,278224,2433
run_205,57.5,4.085000000000036,0,2720,0,0,5,,,176487735,97945510,19841399,203929,53119254,2041406,343806,2450
run_206,57.79999999999927,3.8740000000000236,0,2721,0,0,8,,,174485723,97167850,19991638,211173,55285709,1811940,282235,2285
run_207,58.20000000000073,3.8940000000000055,0,2723,0,0,7,,,171307503,99124417,20121809,217263,55674620,1768111,267626,2342
run_208,60.79999999999927,0.053999999999973625,0,2720,0,0,6,,,158420203,103326855,22738324,283188,55951015,1869809,331180,575
run_209,53.399999999999636,8.072000000000003,0,2720,0,0,6,,,184908719,95847763,19634820,202261,51622250,1839066,280646,1849
run_210,54.100000000000364,7.881999999999948,0,2722,0,0,6,,,175034604,98932116,19829586,206493,54104159,2054672,340284,2464
run_211,60.69999999999891,0.04800000000000182,0,2721,0,0,6,,,163012490,99296697,20814985,258565,55689082,1753916,265265,857
run_212,57.70000000000073,3.8700000000000045,0,2716,0,0,6,,,187210594,96405830,19614055,195226,49528957,2104757,341176,1256
run_213,57.30000000000109,4.076000000000022,0,2721,0,0,7,,,179945098,97027298,20017500,200349,52929723,1839198,277357,3504
run_214,57.29999999999927,3.842999999999961,0,2723,0,0,6,,,169348071,97389921,20108760,214019,55538056,1809713,269050,1391
run_215,61.19999999999891,0.07499999999993179,0,2721,0,0,6,,,159668091,101534615,21889485,265148,55917056,1705033,271501,753
run_216,57.100000000000364,4.062999999999988,0,2718,0,0,5,,,182353322,96092945,19726992,199572,52107474,1858073,282525,1275
run_217,57.29999999999927,3.841000000000008,0,2720,0,0,7,,,170675491,97096413,19977422,212058,55500881,2027695,328428,1114
run_218,56.5,4.030000000000086,0,2722,0,0,5,,,155768733,103421842,22980044,281440,55902988,1643118,271020,232
run_219,53.79999999999927,8.099000000000046,0,2722,0,0,6,,,178156737,97955764,19773796,204548,52765280,1860568,282592,2956
run_220,61.399999999999636,0.0,0,2718,0,0,7,,,172326673,96675865,19972208,211113,55326749,2051378,339055,1346
run_221,56.0,3.8600000000000136,0,2717,0,0,5,,,150933900,101983868,22382974,277157,55517916,1640665,262761,303
run_222,57.0,4.0610000000000355,0,2723,0,0,6,,,175893209,95379822,19987145,207485,54871404,1823090,285982,1136
run_223,62.5,0.0,0,2719,0,0,7,,,166671631,98994144,21239225,220610,55737841,1757337,277339,3846
run_224,58.399999999999636,3.828999999999951,0,2718,0,0,7,,,167968681,97063062,20314470,217230,55971573,1794623,270379,1342
run_225,60.600000000000364,0.03700000000003456,0,2721,0,0,6,,,154688827,101447445,22302403,278383,56054630,1675229,269452,258
