,cpu_time_diff_ms,sys_time_diff_ms,rss_diff_kb,pagefault_soft_diff,pagefault_hard_diff,ctx_voluntary_diff,ctx_involuntary_diff,bpe_time_us,output_size_bytes,instructions,cpu_cycles,branch_instructions,branch_misses,l1d_access,l1d_miss,l3_access,l3_miss
run_112,60.43000000000029,4.030999999999949,0,2734,0,0,8,,,198735012,101400770,19463451,192636,47009725,1881539,279988,6756
run_113,60.82000000000062,4.05800000000005,0,2734,0,0,7,,,177886032,101372154,19687260,204759,51299711,1800537,271556,7916
run_114,61.01999999999953,4.072999999999979,0,2736,0,0,7,,,200312436,101824647,20967704,185938,45628876,1851931,276963,9247
run_115,62.17000000000007,3.8700000000000045,0,2732,0,0,7,,,197667017,103852535,20243126,186724,46771505,1872453,282908,8175
run_116,54.49000000000069,7.8910000000000196,0,2740,0,0,7,,,180072402,94553810,19927563,203062,53563057,1808449,266298,1677
run_117,55.80000000000018,7.984000000000037,0,2738,0,0,6,,,184534389,98154642,19931089,200686,50530038,1841771,269233,4447
run_118,61.9399999999996,4.141000000000076,0,2732,0,0,7,,,200527440,103746309,21218606,185596,45643634,1774106,295420,8396
run_119,57.11999999999989,4.081000000000017,0,2732,0,0,6,,,180137873,93704719,20103213,207758,54129704,1802203,264481,1134
run_120,64.39000000000033,0.027000000000043656,0,2734,0,0,6,,,182094982,99748254,19701056,204402,50763160,1858870,277806,6683
run_121,53.710000000000036,8.124000000000024,0,2734,0,0,5,,,186085150,94605042,19529488,204609,50014752,1885273,276350,1563
run_122,59.779999999999745,0.0,0,2736,0,0,5,,,168933327,94451921,20013801,226931,55406559,1793272,269190,831
run_123,64.11999999999989,0.0,0,2732,0,0,6,,,171150541,99107248,20305406,215182,54047380,1735396,260067,4845
run_124,58.3799999999992,7.886999999999944,0,2740,0,0,7,,,195801792,102206270,20522114,186645,47192503,1824786,280843,8832
run_125,59.6299999999992,3.9739999999999327,0,2738,0,0,6,,,186757738,96078135,19437690,194367,49781050,1853806,273554,2062
run_126,57.849999999999454,4.132000000000062,0,2732,0,0,6,,,181658904,95775906,19766301,203936,51478271,1872661,285038,1220
run_127,66.52000000000044,0.17700000000002092,0,2732,0,0,6,,,203969544,103021366,21292700,179066,45115727,1718570,286173,6486
run_128,65.13000000000011,0.07600000000002183,0,2734,0,0,6,,,199283947,100114352,20656690,186780,45763221,1855614,274978,7321
run_129,57.1899999999996,7.803999999999974,0,2734,0,0,7,,,187626919,101334041,19684909,198706,48885960,1881231,279607,7247
run_130,61.51000000000022,0.10400000000004184,0,2736,0,0,6,,,159528625,98605103,21104046,269757,55513572,1706724,256295,975
run_131,64.80000000000018,0.05200000000002092,0,2732,0,0,6,,,201580864,99615319,20615531,179146,45601673,1846384,286516,5699
run_132,53.5699999999988,11.835000000000036,0,2739,0,0,7,,,194015479,99003579,19230584,186643,47515269,1879748,280051,7221
run_133,57.80999999999949,7.846000000000004,0,2738,0,0,7,,,185202783,100691467,19497198,196562,49281761,1883799,281169,7044
run_134,61.600000000000364,4.112999999999943,0,2732,0,0,7,,,176234813,101463218,20008255,207698,51442406,1817992,281187,7891
run_135,65.15999999999985,0.07999999999992724,0,2732,0,0,7,,,199745371,101604183,20999296,183671,45554274,1809156,283449,6686
run_136,58.5,7.895999999999958,0,2734,0,0,7,,,201042095,102138958,20803591,185564,45880200,1828327,289825,7367
run_137,62.69000000000051,3.9060000000000628,0,2734,0,0,7,,,200565295,101754421,20805144,186524,45850568,1846792,289934,6795
run_138,59.159999999999854,3.939999999999941,0,2736,0,0,8,,,188030818,95045610,19400550,200260,49812058,1877931,278356,1210
run_139,61.44000000000051,4.100999999999999,0,2732,0,0,6,,,203024644,102143015,20986607,185166,45623830,1832474,286699,4838
run_140,61.07999999999993,3.7930000000000064,0,2740,0,0,7,,,190326637,99874359,19669942,191482,48252628,1880752,274581,6653
run_141,61.18000000000029,4.083999999999946,0,2738,0,0,7,,,175499151,100156752,19691455,201281,51555276,1802426,264908,6446
run_142,61.780000000000655,4.125999999999976,0,2732,0,0,5,,,201642855,102615057,21324674,183430,45359184,1768853,289772,7316
run_143,61.97999999999956,4.141000000000076,0,2730,0,0,6,,,197710429,103432151,20961599,186688,46113095,1776432,288004,8208
run_144,61.539999999999054,3.83299999999997,0,2734,0,0,7,,,194380993,100796586,19322052,190132,47318540,1886822,281969,7425
run_145,57.840000000000146,7.847999999999956,0,2734,0,0,8,,,187174093,100659062,19437010,192515,48722384,1898088,285671,7132
run_146,62.30000000000109,3.877999999999929,0,2736,0,0,6,,,182534822,101859239,19402748,200960,49381695,1877251,288430,7437
run_147,61.73999999999978,0.1230000000000473,0,2732,0,0,6,,,160433468,99084265,21797439,269531,55860960,1685770,262168,1220
run_148,56.38999999999942,3.7509999999999764,0,2740,0,0,6,,,178850581,91138948,19600324,201105,52722303,1829160,268227,541
run_149,57.3799999999992,7.812999999999988,0,2736,0,0,6,,,186565674,100385518,19511948,186998,49093327,1890709,285282,5169
run_150,61.27000000000044,4.090000000000032,0,2734,0,0,6,,,178080980,100130754,19599739,204210,51506229,1829958,276156,6745
run_151,65.32999999999993,0.09500000000002728,0,2730,0,0,5,,,198019532,102164249,20918272,188981,46132055,1837230,285745,7896
run_152,62.39000000000124,3.8870000000000573,0,2734,0,0,8,,,200241967,101080530,20585326,184269,46149085,1848162,288551,7518
run_153,62.26000000000022,3.8770000000000664,0,2734,0,0,7,,,192328139,102038984,20639080,191580,47615411,1870232,286002,7736
run_154,58.60999999999876,3.90199999999993,0,2736,0,0,7,,,178436277,94765646,19752389,210229,53223811,1855328,277238,2091
run_155,60.219999999999345,4.014999999999986,0,2732,0,0,6,,,190233121,99412131,19720968,195619,49206380,1873658,275746,5263
run_156,65.93000000000029,0.13799999999991996,0,2740,0,0,7,,,173800133,102867494,20063204,207535,51472879,1733585,258660,12725
run_157,61.98999999999978,4.139999999999986,0,2736,0,0,6,,,177535713,101171617,19751072,204975,51927234,1766375,266182,7205
run_158,58.05000000000109,4.143000000000029,0,2734,0,0,5,,,184087992,94824120,19476798,202303,50806268,1878235,277682,822
run_159,56.649999999999636,8.045999999999935,0,2732,0,0,6,,,194839869,99556970,19311626,192321,47569741,1909181,281567,5302
run_160,57.79000000000087,7.843999999999937,0,2734,0,0,8,,,182336459,100887152,19485226,198982,49758781,1859813,282411,7466
run_161,61.850000000000364,4.1310000000000855,0,2734,0,0,8,,,178578717,100929186,19499323,197419,50457247,1815581,278230,7174
run_162,61.529999999998836,0.10900000000003729,0,2736,0,0,6,,,153853203,100613470,22162347,281236,55828891,1653818,259298,557
run_163,61.399999999999636,4.09699999999998,0,2732,0,0,6,,,201874920,100690033,20780722,180681,45776983,1850493,289139,4061
run_164,57.5,7.826999999999998,0,2740,0,0,7,,,193833447,98547822,19218887,184080,47290405,1891715,276277,7304
run_165,61.79999999999927,3.844000000000051,0,2736,0,0,6,,,183154866,102143065,19569436,194333,49708561,1856872,282179,6853
run_166,65.39999999999964,0.10199999999997544,0,2736,0,0,8,,,177828057,101603666,19699988,206783,51561120,1783971,269793,7329
run_167,57.79999999999927,4.127000000000066,0,2730,0,0,6,,,186867442,95915690,19682210,199106,49839861,1870384,273155,1170
run_168,56.600000000000364,8.041999999999916,0,2734,0,0,6,,,200053887,99976226,19494485,190450,46861782,1891354,275125,4686
run_169,65.10000000000036,0.07500000000004547,0,2736,0,0,7,,,178029848,101946583,19686727,205150,50810282,1821560,269232,6420
run_170,65.40000000000146,0.09399999999993724,0,2734,0,0,7,,,203201412,101734595,21315051,183021,44767187,1780433,283460,7966
run_171,60.0,4.001999999999953,0,2734,0,0,5,,,189243430,100413141,19588591,198771,48709596,1853417,274957,5954
run_172,62.399999999999636,3.88900000000001,0,2740,0,0,8,,,183864568,101783826,19588581,196969,49655356,1831568,274651,7433
run_173,61.899999999999636,4.133999999999901,0,2736,0,0,6,,,180607621,101956801,19619163,195293,50719267,1800051,274944,7237
run_174,59.400000000001455,7.557000000000016,0,2736,0,0,8,,,181793257,105067407,19506567,202789,50099897,1815228,275474,8186
run_175,62.80000000000109,0.0,0,2730,0,0,6,,,165092809,96215172,20778929,226330,56016321,1739120,265855,2125
run_176,60.600000000000364,3.9549999999999272,0,2734,0,0,8,,,177742979,99455517,19646460,206446,52112269,1802743,272915,5232
run_177,61.600000000000364,4.11099999999999,0,2736,0,0,8,,,195196149,102027667,20657600,190346,46911205,1840976,282667,7376
run_178,58.5,7.896000000000072,0,2734,0,0,6,,,198050224,103540897,20685234,187247,46572317,1840614,286489,7503
run_179,66.29999999999927,0.0,0,2734,0,0,8,,,195193131,103172755,20592404,188800,46868370,1866024,284227,7999
run_180,57.399999999999636,3.703999999999951,0,2740,0,0,6,,,169217676,94370430,20055660,216269,55412245,1786136,263794,727
run_181,64.20000000000073,0.014999999999986358,0,2736,0,0,7,,,177082073,98316530,19838457,205317,52940919,1761898,266296,4779
run_182,53.29999999999927,11.817000000000007,0,2734,0,0,9,,,183011855,99933801,19200452,193382,49402484,1908200,297571,9235
run_183,62.100000000000364,3.867999999999938,0,2732,0,0,7,,,185725136,101869301,19565556,196069,49208865,1896931,280283,8045
run_184,60.70000000000073,4.0499999999999545,0,2734,0,0,7,,,173736552,100498619,19794183,209916,51874979,1763101,260375,7746
run_185,57.19999999999891,8.081999999999994,0,2734,0,0,6,,,195436112,101055547,20314172,187510,46875199,1882186,285866,7455
run_186,54.0,7.8559999999999945,0,2734,0,0,6,,,173487013,94676526,19990323,215420,55526739,1816533,272298,1321
run_187,56.5,8.033999999999992,0,2734,0,0,6,,,178925499,97792405,19620112,206408,51217069,1875570,278546,3551
run_188,56.899999999999636,4.07000000000005,0,2738,0,0,7,,,181143346,92597368,19745661,202127,52545588,1822214,264200,898
run_189,55.69999999999891,7.977999999999952,0,2736,0,0,6,,,180414269,99083189,19778770,204065,50874227,1843348,273740,6254
run_190,60.899999999999636,4.060000000000059,0,2734,0,0,7,,,194395807,102319052,19834520,189975,46842799,1874112,278688,7678
run_191,57.30000000000109,7.801000000000045,0,2730,0,0,7,,,186558955,101298529,19802764,196732,49506849,1870459,274791,7080
run_192,61.29999999999927,0.10000000000002274,0,2734,0,0,6,,,152784811,99974867,22375600,284036,55829084,1642805,260665,455
run_193,60.0,3.9990000000000236,0,2734,0,0,7,,,198915781,99229550,19552410,190128,46964681,1902967,280308,4187
run_194,59.099999999998545,3.9389999999999645,0,2734,0,0,6,,,166201153,97009671,21254105,226783,55917342,1722080,266259,2414
run_195,56.5,8.031999999999925,0,2734,0,0,7,,,185469849,97757879,19614816,201634,49855833,1885636,281216,1437
run_196,53.30000000000109,8.091000000000008,0,2736,0,0,7,,,183476996,93294330,19651881,198105,50604027,1846274,270576,962
run_197,59.600000000000364,4.258000000000038,0,2740,0,0,6,,,190835250,98950739,19509713,198774,48873345,1863212,269142,5703
run_198,62.20000000000073,3.7789999999999964,0,2734,0,0,7,,,177623652,103109069,20235773,206569,51597585,1747940,265299,7655
run_199,61.599999999998545,4.1170000000000755,0,2732,0,0,9,,,205865433,102153036,20975435,183481,44879604,1782383,286617,5738
run_200,61.0,0.06899999999995998,0,2732,0,0,6,,,177472450,92196414,20039241,208283,54682686,1812885,267487,906
run_201,56.100000000000364,8.013000000000034,0,2736,0,0,6,,,180769339,99407402,19761596,204413,51132714,1855555,275235,4540
run_202,61.30000000000109,4.094000000000051,0,2734,0,0,7,,,198698049,102075455,20842277,186329,45900344,1839882,285538,7842
run_203,57.79999999999927,7.8419999999999845,0,2734,0,0,7,,,183776189,99022640,19068234,189828,49499232,1923937,299599,10373
run_204,58.899999999999636,7.918000000000006,0,2734,0,0,7,,,194022569,101411742,19920186,183289,47567224,1855223,277402,7487
run_205,54.600000000000364,7.898000000000025,0,2740,0,0,6,,,174588352,93828200,19739561,209914,54187283,1824106,273907,1170
run_206,60.19999999999891,4.019999999999982,0,2734,0,0,6,,,186039591,99904864,19786367,195718,49664886,1863052,278867,4473
run_207,61.70000000000073,4.1200000000000045,0,2734,0,0,6,,,206058685,103200289,21144574,181282,44460277,1742125,288930,7720
run_208,61.100000000000364,0.08400000000006003,0,2732,0,0,8,,,180817702,93015416,19809226,208541,52790981,1820459,265190,791
run_209,65.10000000000036,0.0,0,2734,0,0,7,,,187353710,101848354,19759456,199994,48903230,1876297,278549,4997
run_210,65.29999999999927,0.0,0,2734,0,0,6,,,175603672,101631130,19975797,210857,51627055,1782369,270600,8279
run_211,62.19999999999891,0.05700000000001637,0,2734,0,0,6,,,184188147,95373299,19497488,200287,49684150,1875561,275593,887
run_212,60.70000000000073,4.048999999999978,0,2734,0,0,7,,,196923662,100359935,19531713,187226,46782644,1900523,278458,5659
run_213,59.599999999998545,3.9700000000000273,0,2740,0,0,9,,,173898722,97581116,19694785,213850,52690608,1821616,272829,5037
run_214,62.5,4.182000000000016,0,2736,0,0,7,,,207396845,103514088,21111335,174825,44347151,1733497,287286,7144
run_215,54.600000000000364,8.187000000000012,0,2734,0,0,6,,,187981503,95114261,19500079,197955,49225257,1890889,281639,1139
run_216,52.19999999999891,12.019999999999982,0,2732,0,0,6,,,197736768,100507361,19549661,186194,46625989,1881517,270564,5752
run_217,61.899999999999636,3.8460000000000036,0,2734,0,0,8,,,184242481,101076425,19625579,198449,49658468,1895501,280880,7697
run_218,62.100000000000364,0.0,0,2734,0,0,6,,,160487058,98382881,21798001,271627,56032742,1700941,264072,804
run_219,64.89999999999964,0.0,0,2734,0,0,6,,,173988317,99352175,19976649,217070,52932351,1759349,258064,4235
run_220,61.29999999999927,4.033999999999992,0,2734,0,0,6,,,194157700,101055674,19689291,190425,47202513,1889606,279301,7301
run_221,57.79999999999927,3.840000000000032,0,2740,0,0,6,,,169102783,94237496,19990177,214541,55394050,1788344,262419,1161
run_222,60.100000000000364,4.008000000000038,0,2736,0,0,6,,,175948105,99564286,19922213,213177,53320279,1753425,263690,5199
run_223,65.79999999999927,0.0,0,2732,0,0,7,,,194946623,102414325,19907245,191922,47578639,1897942,285473,8372
run_224,61.600000000000364,3.6800000000000637,0,2732,0,0,8,,,186350175,100412109,19637556,192074,48939809,1872076,273737,6975
run_225,62.19999999999891,0.0,0,2734,0,0,6,,,161279692,97768931,21589255,267235,56096683,1705026,266125,937
run_226,64.39999999999964,0.0,0,2734,0,0,7,,,171920090,99093717,20298178,217831,53740483,1747183,262241,4914
run_227,53.79999999999927,7.758000000000038,0,2734,0,0,7,,,174179526,93583529,20035416,213892,55292013,1811712,268740,1308
run_228,56.600000000000364,8.048000000000002,0,2732,0,0,7,,,182794299,99303657,19675262,197133,50339965,1865827,277904,5296
run_229,65.29999999999927,0.09100000000000819,0,2740,0,0,7,,,200284541,100675550,21120225,182368,45113763,1784902,279011,7986
run_230,65.70000000000073,0.0,0,2736,0,0,6,,,196723658,102495689,20186984,187365,46777313,1862944,279029,7733
run_231,62.20000000000073,3.716000000000008,0,2732,0,0,8,,,189284925,102914039,19604806,197108,48584837,1903845,290454,7668
run_232,60.899999999999636,4.067000000000007,0,2732,0,0,6,,,177783397,100989034,19557274,201682,50743471,1823020,274212,7298
run_233,60.899999999999636,4.063000000000102,0,2734,0,0,6,,,199278140,102013653,21044556,186062,45808152,1842026,281808,8774
run_234,61.19999999999891,3.7999999999999545,0,2736,0,0,8,,,189470009,101136049,19755212,193851,48224380,1899909,278617,7173
run_235,60.80000000000109,4.050000000000068,0,2734,0,0,6,,,174845000,101137124,19838587,208583,51544460,1794795,262583,8536
run_236,52.5,12.029999999999973,0,2732,0,0,6,,,194104628,101326660,19520988,190645,47116602,1886581,278190,8050
run_237,60.80000000000109,4.050000000000068,0,2740,0,0,7,,,177609496,100933751,19647348,198918,50656332,1823557,270375,7630
run_238,57.29999999999927,4.100000000000023,0,2738,0,0,7,,,185463852,94111270,19567070,196686,50274089,1851355,272362,1270
run_239,56.29999999999927,4.019999999999982,0,2732,0,0,6,,,168335486,94828037,20009655,221076,55678592,1822689,273212,921
run_240,63.79999999999927,0.0,0,2732,0,0,6,,,168918723,98111322,20255822,217658,54469556,1726229,261649,6392
run_241,60.80000000000109,3.769999999999982,0,2736,0,0,6,,,183386902,102111707,19775712,202234,49783600,1862408,276905,8047
run_242,53.70000000000073,8.11999999999989,0,2736,0,0,7,,,155430022,101049351,22880372,286081,56057113,1645460,264201,618
run_243,51.899999999999636,7.990000000000009,0,2734,0,0,6,,,172357543,93556700,20005679,219058,55463732,1814490,269059,666
run_244,63.70000000000073,0.0,0,2732,0,0,6,,,172984847,97353690,19794294,213377,53716867,1792791,271798,4916
run_245,57.30000000000109,7.800000000000182,0,2740,0,0,6,,,188570574,100207752,19641894,188030,48391319,1877928,276208,7682
run_246,62.099999999998545,3.869999999999891,0,2738,0,0,7,,,183324860,101512640,19420998,196771,49952079,1869107,285831,7588
run_247,65.30000000000109,0.09000000000014552,0,2732,0,0,7,,,174123392,103487338,20445203,214849,51906988,1752627,272080,8136
run_248,52.400000000001455,12.029999999999973,0,2732,0,0,6,,,196227332,100780602,19602314,187884,46700613,1883525,269281,7595
run_249,56.70000000000073,8.059999999999945,0,2734,0,0,7,,,180224209,100866159,19708310,204726,50602143,1864458,277039,7891
run_250,61.600000000000364,0.11999999999989086,0,2736,0,0,5,,,186183637,93843341,19681191,200284,49869638,1866897,273398,1128
run_251,56.099999999998545,8.0,0,2734,0,0,6,,,194903845,98929324,19403890,196673,47976776,1894994,277684,4617
run_252,64.60000000000036,0.0500000000001819,0,2732,0,0,8,,,173180766,100746465,20484980,213715,52602092,1751827,266476,7612
run_253,64.10000000000036,0.009999999999990905,0,2740,0,0,6,,,190075728,99749101,19715466,195570,48420786,1860121,267390,7278
run_254,57.20000000000073,4.089999999999918,0,2738,0,0,6,,,153132795,100339476,22472027,276693,55857013,1632401,258666,636
run_255,65.0,0.07999999999992724,0,2732,0,0,7,,,196576591,103122842,20119281,190179,47424907,1891559,293875,7459
run_256,58.099999999998545,7.860000000000127,0,2732,0,0,9,,,190840253,101272658,19615864,189016,47996030,1865608,277259,7326
run_257,61.600000000000364,3.8299999999999272,0,2734,0,0,7,,,185282216,100485397,19655150,196755,49352927,1888437,279921,6934
run_258,65.79999999999927,0.12000000000011823,0,2734,0,0,6,,,177208595,103074441,20034225,210003,51155948,1778141,270934,6981
run_259,66.79999999999927,0.0,0,2736,0,0,6,,,178094016,102847304,19638298,208348,50793645,1782090,268847,7909
run_260,61.80000000000109,4.0499999999999545,0,2732,0,0,8,,,178531456,102190076,19622917,206790,51252825,1776136,271323,7147
run_261,56.5,8.029999999999973,0,2740,0,0,7,,,197067312,99747865,20092645,187452,46152295,1871238,269086,7832
run_262,60.600000000000364,4.039999999999964,0,2738,0,0,6,,,183286136,99691751,19741611,202689,50275071,1864046,272896,7533
run_263,65.5,0.10000000000013642,0,2732,0,0,7,,,171997410,103287954,20993585,220176,52447686,1735545,270992,8748
run_264,64.5,0.029999999999972715,0,2732,0,0,5,,,192789421,100850399,19575037,192741,47273162,1883031,271546,7705
run_265,61.099999999998545,4.079999999999927,0,2734,0,0,7,,,178304002,101230390,19648360,206008,51365395,1809182,277424,7783
run_266,61.100000000000364,4.080000000000155,0,2734,0,0,7,,,201504096,101219770,21022358,182779,45476636,1832684,285159,6973
run_267,56.899999999999636,7.779999999999973,0,2736,0,0,8,,,189255562,100049376,19736839,197158,48525126,1895827,274428,7440
run_268,61.599999999998545,0.09999999999990905,0,2732,0,0,7,,,157270464,99402330,22215579,276842,56053159,1658865,263200,617
run_269,64.09999999999854,0.009999999999990905,0,2740,0,0,7,,,197146282,99178575,19652061,180455,46510297,1883389,280875,6047
run_270,65.39999999999782,0.0,0,2738,0,0,9,,,183587954,99838890,19527713,192423,49543497,1886038,278215,7661
run_271,64.89999999999782,0.0,0,2732,0,0,6,,,174610611,102318460,20314265,211793,52240506,1760556,266793,7774
run_272,57.79999999999927,8.019999999999982,0,2732,0,0,7,,,197179747,102497310,20857818,189027,46181900,1844163,280808,8131
run_273,60.79999999999927,3.7799999999999727,0,2734,0,0,8,,,179982195,100434938,19236244,204601,50264345,1876701,296499,8141
run_274,65.5,0.11000000000012733,0,2734,0,0,8,,,168975544,100050232,20361411,212047,51767832,1803045,279786,10216
run_275,65.70000000000073,0.11999999999989086,0,2736,0,0,5,,,173331152,101377652,20241929,217015,52453995,1756890,261081,8303
run_276,61.80000000000291,4.120000000000118,0,2732,0,0,7,,,195768451,103045058,20929571,187213,46363823,1833048,287686,7527
run_277,64.90000000000146,0.0,0,2740,0,0,8,,,190721775,99319888,19320323,188874,47666638,1884842,273859,7188
run_278,56.900000000001455,7.849999999999909,0,2738,0,0,5,,,174822874,99637633,19689214,202917,51624477,1797134,263812,7256
run_279,57.099999999998545,8.080000000000155,0,2732,0,0,5,,,199209560,102766552,20838296,189599,46215878,1875296,284915,7353
run_280,64.79999999999927,0.0,0,2732,0,0,7,,,184115272,99729771,19628601,196952,49524168,1877523,277111,7516
run_281,65.70000000000073,0.0,0,2734,0,0,7,,,176664850,101615476,19842590,205379,51459034,1783550,269258,7294
run_282,65.29999999999927,0.0,0,2734,0,0,7,,,204237459,102531397,20822916,188076,44846230,1828681,277093,7515
run_283,61.79999999999927,3.8599999999999,0,2736,0,0,7,,,191359818,102047109,19710036,194018,47943150,1889217,282874,7371
run_284,65.59999999999854,0.0,0,2732,0,0,7,,,187983870,101298884,19592149,194100,48777803,1900499,284769,7121
run_285,64.39999999999782,0.0,0,2738,0,0,7,,,172514229,99679245,19993203,209758,52528537,1752196,254194,7554
run_286,56.70000000000073,7.910000000000082,0,2738,0,0,5,,,193756135,99667043,19514122,188665,47279142,1878455,273011,6969
run_287,65.40000000000146,0.08999999999991815,0,2732,0,0,7,,,178597290,102472105,19640486,201798,50841126,1838560,278750,8225
run_288,65.10000000000218,0.0,0,2732,0,0,9,,,172042682,102945324,20898402,213227,52929387,1694113,264612,7538
run_289,64.79999999999927,0.0,0,2734,0,0,7,,,191617869,100866375,19587988,193147,47788344,1888811,276911,7938
run_290,64.59999999999854,0.0,0,2734,0,0,6,,,168210516,98794077,20323880,216525,52635755,1781593,262880,8447
run_291,61.89999999999782,3.7899999999999636,0,2736,0,0,6,,,199661439,102465427,20840019,187092,45999357,1848698,286673,7412
run_292,57.70000000000073,7.8400000000001455,0,2732,0,0,8,,,193057976,100853411,19450253,191167,48017978,1907616,285294,7370
run_293,56.5,8.039999999999964,0,2740,0,0,6,,,180578254,100293360,19866340,202277,50258786,1827566,264799,7640
run_294,57.39999999999782,4.099999999999909,0,2738,0,0,5,,,183426996,93624981,19554018,196440,50818836,1850777,271533,1050
run_295,60.39999999999782,4.019999999999982,0,2734,0,0,6,,,192193454,100391497,19519053,195093,48628647,1891071,282697,4978
run_296,64.89999999999782,0.049999999999954525,0,2730,0,0,7,,,173658608,100536983,20122315,209473,51988864,1751031,264590,7358
run_297,52.599999999998545,12.049999999999955,0,2736,0,0,7,,,194951379,100507374,19434248,191809,46947378,1905141,276675,7123
run_298,57.400000000001455,3.8299999999999272,0,2734,0,0,6,,,162824528,96317924,20788534,261093,55807690,1733855,256962,752
