,cpu_time_diff_ms,sys_time_diff_ms,rss_diff_kb,pagefault_soft_diff,pagefault_hard_diff,ctx_voluntary_diff,ctx_involuntary_diff,bpe_time_us,output_size_bytes,instructions,cpu_cycles,branch_instructions,branch_misses,l1d_access,l1d_miss,l3_access,l3_miss
run_82,61.86000000000058,4.1129999999999995,0,2723,0,0,8,,,178602359,101525645,19629859,199529,50989136,1815141,274679,7589
run_83,58.970000000000255,3.933999999999969,0,2719,0,0,7,,,161311193,99693638,22507847,237068,56242266,1908376,337048,785
run_84,63.63000000000011,0.0010000000000331966,0,2719,0,0,6,,,170291168,97061653,20325872,210345,55131735,1970884,325538,2792
run_85,60.67000000000007,4.038999999999987,0,2717,0,0,6,,,175236016,99564074,19173791,202535,50949302,2107438,349990,8637
run_86,65.46000000000004,0.11000000000001364,0,2721,0,0,6,,,204929377,103451186,21007155,177685,44853058,1760118,296614,7901
run_87,61.44999999999982,4.086000000000013,0,2717,0,0,6,,,188671245,100341272,20190838,186113,48207857,2136772,351403,8868
run_88,57.6899999999996,7.835999999999956,0,2718,0,0,8,,,196082720,101652675,19407150,185980,47679519,1899133,283550,8112
run_89,55.399999999999636,7.9389999999999645,0,2723,0,0,6,,,175486788,95860244,19763701,203295,53648182,2045544,336485,1053
run_90,60.10999999999967,4.0049999999999955,0,2724,0,0,8,,,188717601,98047859,19732773,191375,49922918,2114047,342475,3640
run_91,62.039999999999964,0.1449999999999818,0,2720,0,0,7,,,188903866,96299001,19566826,192285,49006029,2145547,346354,1139
run_92,55.93000000000029,7.9739999999999895,0,2719,0,0,7,,,201379077,99046211,19267921,181434,46333768,2130583,339051,3940
run_93,65.34999999999945,0.10099999999999909,0,2720,0,0,7,,,178865209,101842251,19648906,198270,50615757,2066708,339162,8571
run_94,61.48999999999978,0.0,0,2722,0,0,6,,,152964918,101600206,22567736,277371,55880729,1664736,270419,526
run_95,55.88000000000011,7.847000000000037,0,2718,0,0,7,,,193339236,99556540,19454778,186052,48266194,1896424,283926,6665
run_96,62.25,0.0,0,2723,0,0,5,,,163182656,98348839,21365640,235456,55827090,1915924,325589,966
run_97,64.47999999999956,0.0,0,2723,0,0,7,,,175878557,99355697,19798959,208802,53188821,1967865,327908,5100
run_98,64.77000000000044,0.0,0,2723,0,0,9,,,192879709,101834256,19913162,191269,48378474,1891655,284572,7812
run_99,62.64000000000033,3.7199999999999704,0,2718,0,0,7,,,172745709,103163858,19928496,206634,51008037,2116145,343966,12537
run_100,58.25,7.8700000000000045,0,2718,0,0,7,,,181769606,101695591,19495529,193339,50137257,2078578,346227,8119
run_101,61.5,4.088999999999999,0,2722,0,0,6,,,178061141,102368974,19920764,202622,51670780,1777446,269168,6885
run_102,61.8799999999992,4.1129999999999995,0,2721,0,0,7,,,199753681,102574290,21062089,181881,45716454,1785849,303300,8441
run_103,65.38999999999942,0.10300000000000864,0,2720,0,0,6,,,195244621,103147620,19953852,187070,47402131,2123432,338955,7927
run_104,61.48999999999978,3.848000000000013,0,2722,0,0,7,,,188353504,102492549,19715711,185077,48664571,2107136,339771,7990
run_105,61.32999999999993,4.078000000000031,0,2724,0,0,7,,,178778672,102817881,19716222,198708,51065031,1795543,275504,7991
run_106,63.13999999999942,0.0,0,2722,0,0,7,,,190697117,96687417,19425627,192352,48101845,2162538,346276,1622
run_107,61.60999999999967,4.066000000000031,0,2720,0,0,6,,,177871118,102115769,19746303,201921,51310142,2058900,334146,5594
run_108,61.50999999999931,4.088999999999999,0,2717,0,0,7,,,173464183,101494703,20674241,212058,52448556,1741335,269678,8194
run_109,61.97999999999956,0.1330000000000382,0,2719,0,0,7,,,181490191,95063419,19868045,200013,51740474,1859808,280711,1441
run_110,56.26000000000022,7.762999999999977,0,2719,0,0,6,,,193739903,99718762,19454785,193817,48807543,2126278,340879,5465
run_111,58.210000000000036,4.128999999999962,0,2720,0,0,6,,,160407165,99821014,22482487,267592,56194928,1669632,271584,1926
run_112,64.35999999999967,0.03700000000003456,0,2722,0,0,9,,,201227246,99702982,20620695,178485,46158863,1867832,292460,7015
run_113,61.57000000000062,3.853999999999985,0,2723,0,0,8,,,187790551,101529591,19737026,187548,48556796,1887947,288806,7494
run_114,62.599999999999454,3.91700000000003,0,2720,0,0,8,,,184508472,103826509,19563399,195797,49568456,2154894,352680,8492
run_115,57.80000000000018,7.848000000000013,0,2716,0,0,7,,,179534975,101991014,19582840,196225,50489068,1842480,287138,7396
run_116,65.95000000000073,0.13400000000001455,0,2721,0,0,7,,,179077911,100785464,19514122,204029,51085983,1812098,281100,7289
run_117,61.279999999999745,4.074999999999989,0,2721,0,0,6,,,196472655,102150595,20589594,178412,46755777,2056461,371290,8797
run_118,66.27000000000044,0.14999999999997726,0,2720,0,0,6,,,199294387,102751086,21059701,180530,45859788,2043265,354837,7851
run_119,61.57999999999993,4.0919999999999845,0,2717,0,0,6,,,198683190,102504047,20812987,181689,46230152,2107087,344476,7074
run_120,61.220000000000255,3.8350000000000364,0,2724,0,0,7,,,187400879,99639466,19738876,187838,48932275,1896315,279317,7314
run_121,57.599999999999454,8.077999999999975,0,2723,0,0,7,,,180042881,100441879,19545183,197572,50807629,1845989,291462,7172
run_122,66.38000000000011,0.15500000000002956,0,2719,0,0,6,,,178750508,104032428,20122839,206482,51018673,2043298,343142,7890
run_123,65.25,0.08600000000001273,0,2716,0,0,7,,,173680609,101326422,20587322,206969,52395790,1731418,267849,7670
run_124,56.76000000000022,8.031000000000006,0,2719,0,0,6,,,191741230,101336584,19585033,189581,47857384,2132804,342249,7319
run_125,58.100000000000364,7.8729999999999905,0,2722,0,0,6,,,186002534,101967383,19681596,193957,49263474,2145513,346033,7507
run_126,62.590000000000146,0.0,0,2720,0,0,6,,,162005690,98084623,21712709,226591,55966690,1916757,326438,1240
run_127,64.96000000000004,0.0020000000000095497,0,2721,0,0,8,,,181421098,100848097,19591833,207345,51534407,2047563,341929,6376
run_128,67.46000000000004,4.204000000000008,0,2722,0,1,7,,,218243036,107398392,19094363,166954,37864435,1922630,337856,19193
run_129,61.77000000000044,0.0,0,2723,0,0,6,,,162232829,97200353,21379072,261273,55925686,1721763,269627,960
run_130,65.10000000000036,0.0,0,2719,0,0,8,,,173732790,100434538,20222308,213652,52556396,1785584,275971,5548
run_131,57.460000000000946,4.0470000000000255,0,2718,0,0,7,,,178031581,92620428,19947814,199221,53102562,1848250,285172,875
run_132,64.3799999999992,0.03100000000000591,0,2721,0,0,6,,,191355464,100208528,19686398,194857,49468848,2112161,345178,6379
run_133,61.75,3.7730000000000246,0,2719,0,0,6,,,175910270,103024806,20464922,208341,51556136,1986597,335818,7291
run_134,65.53000000000065,0.09800000000001319,0,2719,0,0,6,,,203584435,102946647,20940404,181875,45042543,2064293,341141,7116
run_135,65.92000000000007,0.0,0,2722,0,0,7,,,196620033,101556034,20311154,182858,46887827,2114956,344418,7002
run_136,57.92999999999847,7.764999999999986,0,2723,0,0,7,,,193032638,101472351,19562787,188606,48137414,1889521,288310,7053
run_137,62.100000000000364,3.88900000000001,0,2722,0,0,6,,,184758420,101733313,19565253,192399,49878883,2155502,349593,7365
run_138,65.53000000000065,0.09899999999998954,0,2719,0,0,8,,,177544135,102300141,20026050,202838,51312059,2041964,337970,6751
run_139,57.2599999999984,8.058999999999969,0,2718,0,0,6,,,198511953,101689784,20962417,180541,45660420,2046667,347010,7568
run_140,59.1299999999992,3.9490000000000123,0,2721,0,0,6,,,184734700,94625764,19500765,196715,50436071,1880634,291099,979
run_141,61.06999999999971,4.0610000000000355,0,2719,0,0,6,,,199784218,102812161,20508787,190539,46501040,2130403,349799,5268
run_142,58.94000000000051,3.938000000000045,0,2719,0,0,6,,,174390405,94147184,19469984,203482,53232554,1893736,292848,1174
run_143,55.649999999999636,7.9669999999999845,0,2721,0,0,7,,,188944648,98232498,19823037,191920,49792020,2085821,337241,4189
run_144,64.68000000000029,0.05000000000006821,0,2720,0,0,6,,,169531235,100247737,21609473,213890,55042565,1679331,267383,6975
run_145,55.01000000000022,7.928999999999974,0,2721,0,0,7,,,176952496,95411067,19744337,202957,53260302,2087882,343223,1012
run_146,56.80999999999949,7.7999999999999545,0,2719,0,0,7,,,189355877,99681106,19730950,191697,49228301,1903763,292579,4474
run_147,65.38999999999942,0.09199999999998454,0,2717,0,0,6,,,178518465,101060982,19628266,202342,51383617,1790483,277072,7797
run_148,62.07999999999993,4.120999999999981,0,2720,0,0,6,,,206050774,102987949,21313996,181956,44661197,1734263,290090,7357
run_149,57.6200000000008,8.083999999999946,0,2721,0,0,7,,,199372441,102963201,21015257,184820,46038172,2098557,351918,8164
run_150,59.10999999999876,3.9459999999999127,0,2720,0,0,6,,,182955791,96171728,19770684,199151,51336328,2103136,343610,1050
run_151,56.780000000000655,8.035000000000082,0,2719,0,0,6,,,199183090,99134267,19404019,180646,46260646,1913819,293231,3709
run_152,61.13999999999942,4.067000000000007,0,2724,0,0,7,,,179658564,100803337,19650760,194036,50312997,2111787,338231,7877
run_153,59.93000000000029,3.76400000000001,0,2721,0,0,6,,,166960098,96858410,21139221,226383,56229092,1989357,341116,1102
run_154,60.280000000000655,4.014999999999986,0,2719,0,0,6,,,184220992,98696603,19815337,191620,50677101,1862700,282302,4588
run_155,53.76000000000022,8.094000000000051,0,2721,0,0,5,,,183404486,94524622,19658624,197827,50952711,2089990,344562,1220
run_156,60.07999999999993,4.003999999999905,0,2721,0,0,6,,,194784393,99471829,19502922,189879,48320947,1899417,287906,5269
run_157,65.29000000000087,0.08600000000001273,0,2721,0,0,7,,,175750389,100761675,20130607,204412,51529587,1803126,279923,7767
run_158,61.150000000001455,4.06899999999996,0,2719,0,0,5,,,197089956,102188438,20883431,185867,46467173,2112530,344421,7509
run_159,62.039999999999054,0.0,0,2722,0,0,7,,,170518025,94749001,19797812,208934,54606736,1837118,277328,903
run_160,60.04000000000087,3.895999999999958,0,2723,0,0,7,,,179707057,98084169,19598818,197978,51602916,1870219,286307,6542
run_161,62.25,4.136000000000081,0,2720,0,0,7,,,198771372,104289024,21214174,180905,46034451,1766190,302439,7171
run_162,57.80000000000109,8.10200000000009,0,2718,0,0,8,,,198494760,102451967,21043474,180292,46019475,2040954,352939,7527
run_163,66.0,0.12599999999997635,0,2720,0,0,7,,,193830365,103503570,20915639,184856,47315711,1852663,298701,8319
run_164,54.30000000000109,7.885999999999967,0,2723,0,0,6,,,180978493,95033527,19981153,207667,53091980,1857743,283058,1114
run_165,59.899999999999636,3.990000000000009,0,2720,0,0,6,,,187104223,99163506,19776870,194982,50407791,2101744,335245,4638
run_166,65.5,0.09600000000000364,0,2721,0,0,7,,,197624920,101778525,21158076,183008,45983277,2059936,350849,7503
run_167,64.5,0.036999999999920874,0,2722,0,0,7,,,191364159,99938960,19619687,187012,48208129,1888773,286116,7355
run_168,62.5,0.0,0,2724,0,0,6,,,165093867,97208551,21471159,234194,55943435,1958091,333939,863
run_169,64.30000000000109,0.0,0,2721,0,0,6,,,174828097,99766412,19865930,209116,52840879,2017120,337622,5815
run_170,62.20000000000073,3.8460000000000036,0,2719,0,0,8,,,198056285,101278666,20675316,183655,46415624,1857291,295305,7869
run_171,64.89999999999964,0.0,0,2720,0,0,7,,,191141492,100262982,19823331,190462,48519157,1892368,281533,6455
run_172,64.60000000000036,0.0,0,2722,0,0,7,,,174222910,101251833,20318919,209919,52713689,1776824,270193,8912
run_173,56.600000000000364,7.903999999999996,0,2719,0,0,7,,,186237015,101178961,19600928,191451,49480654,2097247,352602,8055
run_174,57.20000000000073,8.06499999999994,0,2722,0,0,7,,,182226751,100390424,19599916,193168,50491606,2101375,343405,6838
run_175,60.600000000000364,4.035000000000082,0,2724,0,0,6,,,197685990,100277844,20772682,183738,46164122,1863809,287490,7478
run_176,58.399999999999636,3.90199999999993,0,2721,0,0,7,,,174775931,95065718,19763243,206283,54193668,1852482,287655,926
run_177,56.100000000000364,7.993000000000052,0,2719,0,0,6,,,182657377,99376159,19719375,206600,51174363,1871903,287886,5079
run_178,61.600000000000364,4.096000000000004,0,2721,0,0,7,,,197516753,102088379,21107387,183683,45995775,1802080,292348,7743
run_179,61.0,4.057000000000016,0,2720,0,0,6,,,194543203,101386589,19396989,187772,47873970,1903223,284119,6535
run_180,57.100000000000364,8.053999999999974,0,2721,0,0,6,,,180319317,101259728,19739903,201954,50594981,1883565,289871,6605
run_181,65.70000000000073,0.11000000000001364,0,2717,0,0,8,,,177480588,102225573,20018922,204099,51754205,1776888,272681,6706
run_182,60.80000000000109,4.044999999999959,0,2723,0,0,8,,,198149534,100867216,19940942,181457,46435532,2115759,331474,7510
run_183,56.5,8.024000000000001,0,2724,0,0,5,,,178730955,100384570,19785376,197402,51064631,1856414,285224,7199
run_184,58.100000000000364,4.1299999999999955,0,2721,0,0,8,,,188567463,95335346,19626615,193096,49161678,2138244,338626,1222
run_185,59.5,3.9700000000000273,0,2718,0,0,7,,,192904217,98664550,19491552,188309,48148329,1901197,285037,4200
run_186,59.100000000000364,3.9470000000000027,0,2722,0,0,6,,,160939939,99247222,22292414,230283,56035365,1892746,334074,3115
run_187,63.400000000001455,0.0,0,2722,0,0,6,,,173606864,96449043,19761304,207126,53849794,2062910,335831,1390
run_188,60.20000000000073,3.981999999999971,0,2719,0,0,6,,,190995254,98762327,19611121,191728,49449884,2118232,345877,3544
run_189,60.79999999999927,4.043999999999983,0,2720,0,0,6,,,172086335,101157172,21498098,218642,54143896,1930305,332749,7364
run_190,62.399999999999636,0.0,0,2722,0,0,6,,,177058583,94260841,19833601,202478,53572309,2050014,335960,887
run_191,59.80000000000109,3.8969999999999345,0,2724,0,0,6,,,190855470,96544891,19480853,188521,49794985,1876714,280146,2732
run_192,56.20000000000073,8.010000000000105,0,2720,0,0,5,,,187348662,99897114,19325818,189470,48838442,1899188,296451,7207
run_193,59.5,3.9710000000000036,0,2720,0,0,6,,,170626837,96744548,19740573,209266,53321321,2053298,331976,1085
run_194,64.0,0.0060000000000854925,0,2722,0,0,6,,,187639498,100379456,19793907,195101,49830136,2100214,335758,6643
run_195,60.70000000000073,4.04099999999994,0,2721,0,0,8,,,199936682,101175330,20781804,184367,45896208,1883186,294320,7886
run_196,61.29999999999927,3.8390000000000555,0,2721,0,0,6,,,189272968,100988815,19741247,192052,48577337,2134990,344601,7513
run_197,61.5,4.0919999999999845,0,2719,0,0,6,,,178972674,101757410,19695482,203983,50720902,1842160,282845,7680
run_198,64.69999999999891,0.04499999999995907,0,2724,0,0,6,,,170725368,101227544,21310256,216291,53760048,1910090,323034,8082
run_199,61.0,3.8190000000000737,0,2724,0,0,7,,,186574049,100365799,19726870,194165,49109831,1895768,292259,7533
run_200,65.60000000000036,0.10099999999999909,0,2719,0,0,6,,,179226930,103368938,19958445,200494,51078063,1807890,282746,7919
run_201,65.69999999999891,0.10399999999992815,0,2719,0,0,6,,,174875180,101587297,20822586,207946,52024332,1969818,334316,7496
run_202,62.100000000000364,4.124000000000024,0,2722,0,0,8,,,195837749,103892821,21074495,185114,46610513,2024992,351741,7783
run_203,62.5,4.144999999999982,0,2721,0,0,7,,,201269419,102966792,21332927,183655,45621720,1743312,299351,8198
run_204,61.5,4.0919999999999845,0,2720,0,0,7,,,197929312,100304171,20945635,181107,46286925,1857515,290094,7704
run_205,61.70000000000073,3.8659999999999854,0,2720,0,0,7,,,193114109,101368713,19580726,184100,48100211,2150399,354595,7428
run_206,57.600000000000364,3.858000000000061,0,2721,0,0,7,,,165196451,96131013,20375687,218505,55682897,1751775,263746,734
run_207,65.39999999999964,0.08299999999996999,0,2723,0,0,7,,,175798569,100945570,19953896,205938,51625984,1797431,281549,5232
run_208,61.899999999999636,4.108999999999924,0,2720,0,0,8,,,204038134,103320110,21569353,176722,44922926,2009672,356023,6473
run_209,61.600000000000364,4.095000000000027,0,2720,0,0,8,,,195093921,102134240,20890218,184719,46824572,1830167,289782,7180
run_210,65.19999999999891,0.0,0,2722,0,0,7,,,185704253,100793061,19528730,191859,49616364,2125915,353261,8580
run_211,59.0,7.781000000000063,0,2721,0,0,7,,,188391061,102786716,19526620,191353,48997779,1905472,297480,7198
run_212,61.29999999999927,3.8390000000000555,0,2716,0,0,6,,,183907747,101268420,19745449,195588,49698508,2110344,343659,7268
run_213,65.0,0.06500000000005457,0,2721,0,0,9,,,171183615,100111523,20654774,206740,52733749,1751617,269366,7469
run_214,61.100000000000364,4.060999999999922,0,2723,0,0,7,,,193617137,100171442,19411163,186360,47532820,1911785,293527,7300
run_215,57.69999999999891,7.862999999999943,0,2721,0,0,7,,,184858757,101419025,19610086,194144,49547471,1917217,292492,8001
run_216,65.39999999999964,0.08400000000006003,0,2718,0,0,6,,,175907288,101989931,20099301,205778,51597492,1806737,278334,8708
run_217,54.30000000000109,8.130999999999972,0,2720,0,0,8,,,188939325,95604445,19495982,192822,48828989,2129703,342040,1288
run_218,47.900000000001455,11.990000000000009,0,2722,0,0,6,,,173162599,91801927,19981430,207519,55583900,1828199,279283,723
run_219,60.29999999999927,4.013000000000034,0,2722,0,0,7,,,177247140,99104293,19621473,203474,51932785,1861018,283656,4105
run_220,57.20000000000073,8.067999999999984,0,2718,0,0,7,,,185933701,100484733,19866988,183569,49024108,2167110,377020,11064
run_221,65.70000000000073,0.0,0,2717,0,0,7,,,186420622,100911445,19598761,188616,48698523,1878949,280187,8132
run_222,66.19999999999891,0.0,0,2723,0,0,8,,,184573656,101409058,19532541,189266,49559207,1891244,296063,8249
run_223,59.0,3.713000000000079,0,2719,0,0,6,,,164029931,95848096,20997819,222890,56252375,1769262,276079,1404
